RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.38944474,-0.34594554,0.13333338,0.47727248,-0.3396192,0.041666627,-0.053763628,0.0,1.0909091,2
0.25712097,-0.11891852,-0.47407418,-0.15909101,0.088050134,-0.020833313,0.50537544,0.0,0.0,1
0.2835767,0.0,0.2074074,-0.068181746,-0.47798505,0.041666627,-0.19354865,0.0,0.0,2
1.5236615,0.2486481,0.1925926,-1.0227273,-0.96855146,-0.7916666,1.0860204,0.0,0.6363636,1
0.13989544,-0.27027023,0.237037,-0.61363626,0.36478186,0.0,-0.23655935,0.0,1.0909091,2
-0.9640346,1.7297298,-2.5777779,2.431818,1.1823957,-1.1666666,-0.22580642,0.56,0.0,7
-0.3591581,-0.41081086,0.059259206,0.65909076,0.452832,0.18749994,-0.6559144,0.0,0.0,2
-0.4687669,0.16216172,0.0074074008,0.38636348,-0.16351894,0.22916669,-0.5591401,0.0,0.90909094,2
0.03781323,-0.043243192,-0.06666661,-0.045454495,-0.025153069,0.062499937,-0.01075293,0.0,0.0,1
1.807193,1.7405398,-0.9481482,1.613636,-3.1698143,0.41666663,1.2473112,0.0,0.0,7
-0.43099874,-0.54054046,-0.4666668,0.2045455,0.61635095,0.020833313,0.20430055,0.11,2.0,2
-0.22683433,-0.27027023,-0.0074074008,0.9999997,-0.0754688,0.20833337,-0.45161283,0.0,0.0,2
-0.6842888,-0.14054063,-0.051851805,0.52272725,0.6037792,-1.0208333,-0.22580642,0.0,1.7272727,2
-2.0944655,-0.28108126,-0.0074074008,-0.52272725,0.25157866,0.125,-0.26881713,0.0,2.8181818,1
-0.75612944,-0.010811056,0.0074074008,0.27272725,0.59119785,-0.375,-0.6129037,0.0,0.0,2
-0.66914546,-0.42162192,0.029629603,1.7499994,-0.1509376,0.2708333,-0.6774198,0.0,0.0,2
0.10208221,0.27027023,-0.08888899,0.6363635,-1.0566016,0.020833313,0.22580642,0.0,0.8181819,3
1.5425456,-0.05405425,0.1481482,-0.4545455,-0.0377344,-0.041666627,-0.08602139,0.0,0.0,2
-0.67671716,-0.2486481,0.07407401,0.36363626,0.42767894,0.2708333,-0.68817216,0.0,0.0,2
0.5368668,0.70270216,0.1851852,-0.38636374,-0.8301856,-1.0416666,0.3118278,0.0,0.0,1
-0.030241571,-0.47567514,0.044444405,-0.27272725,0.57861656,0.041666627,-0.22580642,0.0,0.0,1
0.37808725,-0.064865306,-0.08148158,-0.38636374,-0.0754688,0.020833313,0.24731125,0.0,1.4545454,1
0.4499279,1.8810804,-2.0000002,0.8863635,-0.35220054,-1.1666666,1.4516118,0.0,0.0,6
-0.36294395,0.05405425,0.11851859,0.40909073,-0.31446612,0.18749994,-0.6129037,0.0,2.6363635,2
2.0075717,0.064865306,0.07407401,-1.2045454,-0.99371415,-0.9166666,1.6881711,0.0,0.27272728,1
1.7126825,1.2756758,-2.5777779,-0.7954545,-0.13836586,-0.9583333,3.139784,0.0,0.7272727,2
0.09076978,-0.043243192,0.0,0.13636349,-0.17610027,0.062499937,-0.18279572,0.0,0.0,1
3.614386,0.59459466,-0.2444444,-1.5681816,-2.7798796,-1.0,3.268816,0.0,0.0,2
-0.10203714,0.021622112,0.10370361,-0.25,0.3773632,-0.020833313,-0.569893,0.0,0.0,1
0.0,0.43243194,0.13333338,-0.5454545,-0.012581333,-0.93749994,0.0,0.0,0.0,3
0.7561745,-0.65945894,-2.5777779,0.681818,1.2201301,-0.375,3.1505358,0.0,0.0,5
0.0340274,-0.043243192,-0.49629638,-0.13636376,0.25157866,-0.10416669,0.45161283,0.0,0.8181819,1
2.6691906,-1.9459457,-2.5777779,1.2045453,-0.74213547,0.5208333,4.989245,0.0,3.0909092,2
-0.18144943,-0.41081086,0.0,-0.045454495,0.32704747,0.0,-0.18279572,0.0,0.0,1
0.064314045,-0.5621625,-0.037037004,-0.36363626,0.21383467,0.125,0.17204279,0.0,2.7272727,1
-0.5708491,-0.25945917,0.0148148015,0.2954545,0.13836586,0.08333337,-0.5161294,0.0,0.0,2
-0.14742203,-0.97297233,-0.562963,0.6363635,0.1132128,0.29166663,0.67741823,0.0,0.0,2
-0.9867496,2.0540533,-2.5777779,2.0454543,0.905664,-1.1666666,-0.27957004,0.63,0.0,7
0.09076978,-0.49729723,0.0148148015,-0.52272725,0.31446612,0.16666663,0.18279572,0.0,0.0,1
-0.6616189,-0.17297277,0.029629603,0.45454523,0.1132128,0.25,-0.5913979,0.0,0.8181819,2
-0.6653597,0.0,-0.022222202,0.18181798,0.4905664,0.10416669,-0.79569894,0.0,0.0,2
-0.18523526,0.14054063,0.0148148015,-0.4545455,0.088050134,-0.125,-0.18279572,0.0,0.0,1
2.423427,0.6270268,-0.4296296,-0.409091,-2.0503156,-1.0,2.3548374,0.0,0.0,2
-0.12853795,-0.2486481,0.044444405,0.77272725,-0.06288747,-0.041666627,-0.17204382,0.0,0.6363636,1
0.05295655,-0.60540575,0.044444405,-0.022727247,0.21383467,0.020833313,0.16128986,0.0,0.0,1
-0.4007121,-0.34594554,0.044444405,0.61363626,0.226416,0.16666663,-0.6129037,0.0,1.9090909,2
-0.38561386,-0.33513552,0.09629621,-0.2045455,-0.0377344,0.0,0.0,0.0,0.0,2
0.22687939,-0.010811056,0.31111118,0.13636349,-0.5660352,-0.020833313,-0.3118278,0.0,0.90909094,2
-0.6653597,-0.17297277,0.08148141,0.38636348,0.40251628,0.22916669,-0.8279572,0.0,0.0,2
-0.056697313,0.2486481,0.1925926,-0.409091,0.2641504,0.062499937,-0.6129037,0.0,0.0,1
-0.52172345,0.097297445,0.06666661,0.5,0.1132128,0.10416669,-0.76344115,0.0,0.0,2
2.2684333,0.20540491,-2.5777779,0.52272725,-0.7044011,-0.5,3.9139767,0.0,0.0,5
-0.060483143,-0.7351353,-0.0074074008,0.068181746,0.76729816,0.08333337,-0.053763628,0.0,0.54545456,1
0.16635118,0.19459489,0.3703704,-0.38636374,-0.36478186,0.041666627,-0.48387164,0.0,0.0,2
-0.4687669,0.20540491,0.09629621,0.43181798,-0.4905664,0.20833337,-0.6129037,0.0,0.0,2
0.056742385,-0.61621577,0.1407408,-0.43181825,0.4150976,0.10416669,0.10752623,0.0,0.0,1
-0.65404725,-0.49729723,0.09629621,0.61363626,0.23899733,0.16666663,-0.569893,0.0,2.3636363,1
1.5198756,-1.8270262,-1.1851853,0.47727248,0.10063147,-0.1875,3.021504,0.0,0.0,5
-0.6313323,1.7297298,-2.5777779,2.340909,0.62893224,-1.1666666,0.17204279,0.64,0.8181819,7
1.1304308,0.32432446,-1.0296298,0.7272725,-0.7547168,-0.06250006,1.0430096,0.27,1.5454546,2
-0.098296374,0.05405425,0.08888881,-0.47727275,0.38993493,0.041666627,-0.46236578,0.0,0.0,1
6.13985,-1.0270267,-2.5777779,-0.7954545,-3.295599,-0.9166666,8.161288,0.0,2.1818182,2
-0.551965,1.0270267,-2.5777779,3.2727268,0.8553483,-1.0833333,0.47311768,0.4,0.8181819,7
-0.07936723,-0.42162192,0.059259206,-0.18181826,0.5408821,-0.041666627,-0.23655935,0.0,1.5454546,1
0.5520101,-0.5621625,-1.2074075,1.1590908,-0.113203205,0.08333337,1.6021497,0.0,0.0,5
-0.23436092,0.2486481,0.0,0.81818175,-0.32704747,0.125,-0.6559144,0.0,0.0,2
0.7561745,1.4162164,-2.5777779,-1.7954544,0.8805109,-1.1666666,2.8172033,0.0,0.0,6
-0.7637011,0.043243192,-0.022222202,-0.31818175,-0.050315734,0.0,-0.032258794,0.0,0.0,1
-0.58977824,0.68108106,-1.2592593,0.9999997,0.40251628,-1.1666666,0.07526846,0.76,0.0,7
-0.049125653,-0.1081085,0.09629621,-0.68181825,0.57861656,0.020833313,-0.3870973,0.0,0.0,1
-0.65404725,-0.2486481,0.059259206,0.43181798,0.4150976,0.33333337,-0.7526882,0.0,0.0,2
0.2722192,-0.2486481,0.10370361,-0.659091,-0.55346346,0.16666663,0.569892,0.0,1.3636364,2
-0.60109067,0.18378383,-0.059259206,-0.2954545,-0.113203205,0.062499937,-0.3010759,0.0,0.0,3
0.1588246,0.086486384,0.27407402,-0.22727275,0.0,-0.08333337,-0.5161294,0.0,0.0,2
-1.7126374,-0.2486481,-2.5777779,3.8409085,-2.8930826,11.770833,-1.7634406,0.0,0.0,5
-0.21926266,1.0594587,-2.5777779,1.6590905,0.7295637,-1.1666666,0.021504836,1.67,0.0,7
2.083198,0.5081083,0.1777778,-1.9090908,-1.295599,-0.9791666,1.569892,0.0,1.4545454,1
0.11722553,0.49729723,0.3333334,0.43181798,-1.2201301,-0.041666627,-0.41935506,0.0,1.3636364,2
3.810979,-0.65945894,-2.5777779,-1.5454544,-0.9559797,-1.0416666,6.236556,0.0,0.0,2
1.4442492,-2.3999999,-1.3111112,0.47727248,0.8301952,0.041666627,3.2473102,0.0,0.0,5
-0.018884081,-0.29189232,0.044444405,-0.31818175,0.27673173,0.18749994,-0.07526949,0.0,0.0,1
-0.022669911,-0.48648617,0.13333338,-0.18181826,0.28931308,0.08333337,-0.043010697,0.0,0.0,1
2.2533352,2.7459455,-1.2222223,-0.090909265,-2.9559798,-0.5208333,0.010751905,1.68,0.0,7
3.3950784,0.7999996,0.162963,-1.4545454,-1.522015,-1.125,1.3118268,0.0,0.90909094,1
0.23440598,1.2324326,-2.5777779,1.0681818,0.10063147,1.7708331,-2.2903225,2.88,0.0,7
0.07562646,-0.064865306,0.31111118,-0.11363651,-0.5660352,-0.020833313,-0.17204382,0.0,2.5454545,2
-0.5746349,1.8378372,-2.5777779,2.0909088,0.65409493,-1.1666666,0.11827916,0.67,0.0,7
0.20795025,-0.41081086,0.0,-0.13636376,0.21383467,0.08333337,-0.18279572,0.0,0.0,1
1.0926627,-0.43243194,-1.3851852,1.8636363,-0.7547168,0.41666663,1.1827947,0.24,4.6363635,5
-0.44231117,0.33513552,0.06666661,0.27272725,-0.4150976,0.16666663,-0.68817216,0.0,0.0,2
0.49531278,0.25945917,0.0,0.0,-1.0440298,-0.020833313,0.43010697,0.0,0.0,1
0.23819181,0.086486384,-0.10370379,0.43181798,-0.80503255,0.0,0.41935405,0.0,0.0,3
0.2609068,1.1567562,-0.162963,1.9772725,-1.9245312,1.875,-3.0215049,1.63,0.0,7
1.6786551,1.0378376,0.2518518,-1.9999998,-1.2704458,-0.93749994,1.0430096,0.0,0.0,1
-0.011312421,-0.043243192,0.15555559,-0.13636376,-0.21383467,0.020833313,-0.40860215,0.0,0.0,1
-0.31755903,1.8054051,-2.5777779,1.4545453,0.35220054,-1.1666666,-0.21505451,1.59,0.0,7
-0.052911483,-0.27027023,0.08888881,0.022727247,0.2641504,0.020833313,-0.21505451,0.0,1.0,1
-0.1890211,1.6216213,-2.5777779,1.4772725,0.3018848,-1.1666666,-0.07526949,1.59,0.7272727,7
-0.052911483,-0.5837836,-0.044444405,-0.340909,0.5283008,0.062499937,0.043010697,0.0,0.0,1
1.3232828,-0.30270234,-2.3333335,0.36363626,0.76729816,-0.8958333,2.870967,0.0,2.5454545,5
1.255228,0.42162192,0.748148,-0.56818175,-1.2578645,-1.0416666,0.16128986,0.0,0.0,1
0.46502614,0.22702703,0.2592592,-0.2045455,-0.28930348,0.020833313,-0.41935506,0.0,1.2727273,2
-0.54439336,0.11891852,0.07407401,0.31818175,-0.0754688,-0.22916669,-0.41935506,0.0,0.0,2
-0.5368217,-0.27027023,0.07407401,0.43181798,0.062897064,0.10416669,-0.6021508,0.0,0.0,2
-0.551965,0.9621623,-2.5777779,3.4772725,-0.21383467,-1.0,0.6236556,1.06,0.0,7
-0.7485578,-0.5729726,-0.0148148015,0.47727248,0.5283008,0.22916669,-0.54838717,0.0,2.1818182,1
-0.098296374,-1.135135,-0.1703704,-0.43181825,0.96856105,0.125,0.3225797,0.0,2.1818182,2
-0.083153054,-0.443243,0.0148148015,-0.47727275,0.61635095,0.0,-0.053763628,0.0,0.0,1
-0.60109067,0.086486384,0.037037004,-0.022727247,-0.13836586,0.0,-0.290323,0.0,0.0,3
0.19285199,-0.68108106,-0.5333334,-1.1818181,1.295599,-0.4375,0.8817198,0.0,1.8181819,2
0.1588246,-0.3135134,-0.3851852,0.18181798,0.17610027,0.08333337,0.20430055,0.14,0.0,2
0.5633676,0.85405385,0.07407401,0.045454495,-0.88050133,0.0,-0.32258075,0.0,0.0,1
-0.46502614,-0.22702703,-0.059259206,-0.2045455,0.28931308,-0.08333337,-0.02150586,0.0,0.0,3
-0.056697313,0.15135169,0.13333338,-0.36363626,0.012581333,0.020833313,-0.35483852,0.0,1.0,1
-0.29867497,0.086486384,0.044444405,0.590909,-0.3018848,0.25,-0.52688235,0.0,0.0,2
-0.446097,1.2216215,-2.5777779,1.340909,1.0440298,-1.1666666,-0.12903312,1.57,0.0,7
-0.62001985,-0.37837872,-0.029629603,0.22727275,0.35220054,-0.25,-0.35483852,0.0,0.0,2
-0.4687669,1.8270262,-2.5777779,1.181818,0.4150976,-1.1666666,0.07526846,1.38,0.0,7
0.5141969,0.8108106,-0.8074074,0.47727248,-0.5157195,-1.1666666,1.0430096,0.0,0.0,6
0.4877411,0.3567566,-0.096296385,-0.27272725,-0.88050133,0.062499937,0.33333266,0.0,0.0,1
0.26469263,-0.43243194,0.1407408,-0.25,-0.2641504,0.125,0.08602139,0.0,3.1818182,2
-0.3591581,-0.49729723,0.029629603,0.43181798,0.7295637,0.20833337,-0.7526882,0.0,0.0,2
-0.47633857,-1.1783783,0.029629603,0.0,0.13836586,0.020833313,-0.07526949,0.0,0.0,3
-0.21926266,-0.38918874,0.10370361,0.5,0.226416,0.10416669,-0.52688235,0.0,0.0,2
0.6351631,0.5837836,-0.7925926,-0.36363626,-0.025153069,-1.1666666,1.2580642,0.0,0.0,6
-0.38939968,-0.42162192,-2.5777779,1.090909,1.3836491,0.8541667,1.6881711,0.0,0.0,5
1.5425456,0.54054046,-1.8296298,0.022727247,-0.74213547,-0.47916663,2.7311819,0.0,0.0,2
-0.58977824,0.7243243,0.029629603,-0.22727275,0.12578453,-0.3958333,-0.7096775,0.0,1.2727273,2
0.2722192,-0.34594554,0.1925926,-0.5454545,-0.62893224,0.16666663,0.3870963,0.0,2.0,2
-0.0037407607,-0.74594533,0.029629603,0.18181798,0.46541333,0.020833313,-0.06451656,0.0,0.0,1
1.6143862,1.1999993,0.27407402,-1.0454545,-1.7861654,-0.8541666,0.5913968,0.0,0.0,1
0.5557959,0.97297233,-2.5777779,1.6818178,-0.050315734,-1.1666666,2.4516118,0.0,0.0,6
1.6710835,1.0162156,0.22222221,-0.9999999,-1.7861654,-0.68749994,0.5806449,0.0,3.3636365,3
-0.40449792,-0.43243194,0.022222202,0.2045455,0.28931308,0.25,-0.39785025,0.06,2.2727273,2
-0.13985036,1.8378372,-2.5777779,1.022727,0.2641504,-1.1666666,0.010751905,1.55,0.0,7
-0.8997656,1.2216215,-2.5777779,2.9772725,0.40251628,-1.0833333,0.51612836,0.64,0.0,7
1.7315667,0.99459445,0.2444444,-1.2954545,-1.7987467,-1.1666666,1.1720418,0.0,0.0,1
1.3308095,0.84324276,0.2074074,-1.7499999,-1.2452832,-0.93749994,1.1290311,0.0,0.0,3
-0.3931855,-0.11891852,-0.022222202,0.931818,-0.3773536,0.08333337,-0.23655935,0.0,1.5454546,3
0.22687939,1.3081079,-0.9185186,0.61363626,-0.5031477,-1.1666666,0.70967704,0.0,0.0,6
-0.7042616826067368,-0.4603865983463127,-0.029278976950785178,0.24058584303753744,0.5938006443122441,0.2562870061558554,-0.5763823583701154,0.0,2.1818182,1
0.0754134645223902,-0.06397826455118895,0.0,0.12610685037062438,-0.14771691150268312,0.05897421686473571,-0.18279572,0.0,0.0,1
-0.05396394838798909,-0.15305881860078138,0.10124445502607304,-0.08468228229729524,0.1942138905143106,0.020833313,-0.2539146363974665,0.0,1.0,1
-0.057558524523859775,-0.2689416086861907,0.08615782171334316,0.0688127154225292,0.24405480883924074,0.016992861000321845,-0.21241161961613664,0.0,0.977655528316735,1
-0.12857915565322153,-0.24877438681817263,0.044409793215561794,0.7720900780052525,-0.06258380198851003,-0.04163417845418211,-0.172052193212446,0.0,0.6358680217658551,1
-0.4885233713337358,-1.0453330451434615,0.02094764511346032,-0.028857665607699146,0.11379457760284062,0.02490298024958913,-0.09732447942089226,0.0,0.0,3
-0.33607298138902886,0.086486384,-0.007404290567655986,0.12080312364313461,-0.3488771830264581,0.0,-0.06623042576771931,0.0,0.0,3
0.8026989993005521,0.7665671896393306,0.13505010767823553,-0.3815409346885419,-1.3664567602811521,-0.6439855519774904,0.63515677214079,0.0,0.3601248036176051,3
1.1974683657522203,0.7508895476654283,0.1694399395319414,-1.4837346971720224,-1.1915557877847336,-0.823089102155314,1.04242336550815,0.0,0.0,3
-0.44077953925333213,-0.12183897135140387,0.008050480085921422,-0.19219534244528363,-0.16400429210132958,0.0835342759950905,-0.04595019895400285,0.0,0.0,3
-0.60109067,0.18043791472377219,-0.0559477217490995,-0.286075813101514,-0.11406851149278245,0.06035065659677568,-0.3007061236713002,0.0,0.0,3
-0.5897781997321725,0.06026351574809019,-0.05119880454018405,-0.2686628047359855,-0.09039102333638324,0.05872162428894543,-0.2805998655331663,0.0,0.0,3
0.0022930649922883323,0.09122239215380387,-0.046717427858516444,0.4481598672551066,-0.8385103893614972,0.042398322766727274,0.22024113135710766,0.0,0.6064528029725331,3
-0.3907007360271653,-0.21731097045103567,0.029077020844582906,-0.15993872365407794,-0.1798737930696878,0.09010508937917314,0.03374726011270596,0.0,0.0,3
1.3464439140777367,1.0590305882491071,0.2787855631416605,-1.3589266602924186,-1.49635854141306,-1.095232813807584,1.0106159463214353,0.0,0.0,3
1.3417111069057481,0.9937078856465517,0.25717816034674096,-1.4773112843952467,-1.420353699105518,-1.0474843486138719,1.0464622585538899,0.0,0.0,3
-0.2724682218936609,0.3197223076762785,0.04603314049150461,-0.43213206983581987,-0.05819219325083627,-0.48421027509791525,-0.13647461060747068,0.0,0.0,3
-0.4406973499333016,-1.0384885114096312,0.037845349657139926,-0.016804982683800852,0.07326002279104796,0.03623785903243848,-0.023589722474550184,0.0,0.0,3
0.21645910251876854,0.0480150538086761,-0.0996484052204906,0.4186840754003436,-0.7763387361935263,0.00063365296979246,0.4043098909144882,0.0,0.0,3
-0.135165561866876,0.376519141527705,0.09002562894459826,-0.4892377058402786,-0.03520788926475932,-0.7126327910197773,-0.0677020875870114,0.0,0.0,3
-0.2647743485045502,-0.37779953561926444,0.06645536490810788,-0.062033758764935165,-0.2572128640798479,0.10038537003619515,0.20430055,0.0,0.0,3
-0.47933640713291664,-0.18382096338070378,-0.059259206,-0.21410664039997285,0.2469793758105304,-0.06799569470691189,-0.0509089818478482,0.0,0.0,3
0.0716909282627122,0.2833111821182012,-0.07399633712672224,0.5358384866607708,-1.0060236378217624,0.029210389000835314,0.21715890921731396,0.0,0.4891909406736134,3
-0.0469606684142172,0.4130061161961938,0.11828693688987385,-0.5259230587557792,-0.02044249372340602,-0.859374184632586,-0.02352178500360358,0.0,0.0,3
1.2153879607508236,0.7954089857740045,0.18446490426955847,-1.5609477592117043,-1.2174553053457158,-0.8508510405605816,1.0471993799066524,0.0,0.0,3
0.07370682719136101,0.10555501597315221,-0.09499341320865186,0.2892850376109295,-0.6694458546613377,0.012248916554276242,0.2781621262265183,0.0,0.0,3
-0.4819807692688964,-1.1211718995039957,0.02996461966510321,-0.0010278917662101595,0.12585003454884988,0.01989107873398533,-0.08499577722799528,0.0,0.0,3
0.05108973321088993,0.29215119092634945,-0.06390112464659022,0.4676960691974227,-0.9717385927498018,0.03488891806548505,0.21129706180045177,0.0,0.2661793881515161,3
-0.60109067,0.1459665223950113,-0.02183105608983081,-0.18945161047950237,-0.1229833575467915,0.03820763088107662,-0.296896491971698,0.0,0.0,3
-0.5149213346784425,-0.051388312326676344,0.04708695971790397,-0.041228371568690345,-0.15884424852262813,0.028265530474591568,-0.1561073786149328,0.0,0.0,3
0.23180796016764038,0.5564815169492856,0.16378004884549013,-0.6544397152210453,-0.2861703820257788,-0.976747593010933,0.16389619997046068,0.0,0.0,3
-0.5525491962775003,0.03722568905314563,-0.059259206,-0.2630224118236125,0.030395818722094903,0.0104734195850225,-0.20133835818614018,0.0,0.0,3
0.9643841782557292,0.6913863021410891,0.13457254236138486,-1.1498217013256244,-1.1569388119551618,-0.6624182605975791,0.8692423763428081,0.0,0.0,3
-0.2604992308951196,0.248320439592015,-0.05523923849091751,0.07456544717286895,-0.556919047071377,0.05119378126377843,-0.026810080064579633,0.0,0.0,3
0.21901067010837505,0.11238598006043113,-0.1016160257918439,0.46064339887805983,-0.8404847233988872,0.002935918488181647,0.3920785002465479,0.0,0.11530165014587876,3
0.2632381371412069,0.5136915605349088,0.14798544480368564,-0.7837172169388329,-0.25641348412273224,-0.93749994,0.22332576040258778,0.0,0.0,3
0.19929699097966927,0.04860658287776333,-0.09045034057802645,0.3928483274162967,-0.760958367503884,0.007765693789491147,0.40332167314941236,0.0,0.0,3
0.027491915663795538,0.30227705568539104,-0.05233747595504337,0.3896417461121319,-0.9324664905165642,0.04139343843269667,0.20458255783677104,0.0,0.010728871127009265,3
0.38710471469534635,0.47217204661262635,0.0022131409997262486,0.2222631302314273,-1.1826558071283795,-0.24962600364551424,0.3923369177655037,0.0,0.6318366926082009,3
1.0716229101331378,0.7358289020429322,0.15588853038441727,-1.3254709949386518,-1.1827938486576364,-0.7429241883031191,0.9452726385212799,0.0,0.0,3
0.02478877648793836,0.29870253660081336,-0.05115642790068491,0.38372792400220673,-0.9268578092116385,0.04201175966811853,0.20430055,0.0,0.0,3
-0.46711371967290466,-0.40258803440347946,-0.042855792160788914,-0.16679896561400828,0.2614574956424861,-0.0641105991165819,-0.031427323481282826,0.0,0.0,3
-0.5080005724606258,-0.06246183384764242,0.04789413031477174,-0.042714304858349574,-0.16048898742005951,0.03053570018920186,-0.14532773875747904,0.0,0.0,3
-0.60109067,0.11285329443391912,0.01094142134518019,-0.09663437764287214,-0.1315469608619424,0.016937034924889877,-0.29323695882277206,0.0,0.0,3
-0.43223790774455284,-1.0052856755594015,0.039795356804858725,-0.020793644666485492,0.05780715487607385,0.03989412743069938,-0.011323531673803705,0.0,0.0,3
-0.4855757957975964,-1.0775174794787834,0.023047862094536922,-0.0218768255557698,0.11973851619500427,0.02391850366301529,-0.09198924698777522,0.0,0.0,3
-0.07545429048960353,0.13075940119001522,-0.06499123126987343,0.7422738125941838,-0.8131144708177599,0.04323744146656357,0.060064137403016415,0.0,1.0788842382558603,3
-0.046217622785322376,0.2776496005239532,-0.041552342298861115,0.3389625222020584,-0.838996493577749,0.03683875411592562,0.146988984442519,0.0,0.0,3
-0.05941431183545909,0.28642280338102105,-0.0528658528200657,0.2930249343615769,-0.8188885329248851,0.04451863576667174,0.13511624535184558,0.0,0.0,3
0.5263930833436151,0.6244260288521546,0.08487703134176097,-0.20437345866051992,-1.186691075249691,-0.41351476302740175,0.4878394353389508,0.0,0.0,3
-0.347331072314903,-0.6720311114366408,0.05936744350795274,-0.06082756877069393,-0.09729221027094379,0.07659184014639882,0.11179137595602388,0.0,0.0,3
0.22473707939671808,0.10022871346887548,-0.10040816337434436,0.42892896696692395,-0.8130272065827193,0.00264826207410309,0.4056856043167646,0.0,0.0,3
1.0185142105732434,-0.4052280834570685,-1.8884235753794212,0.6779603092097146,0.4193678378203302,-0.5089153592643894,2.369593544461815,0.0,1.5396175535931194,5
2.1425488757341546,0.14911064557088027,-2.477273380581388,0.5693988745244876,-0.6610419758403786,-0.4572176690238717,3.74442468573147,0.0,0.0,5
0.9644571767652559,-0.9778872285231874,-2.1979788996168823,0.6260327085738895,0.914811472998629,-0.3238634992230789,3.1153452147149467,0.0,0.0,5
1.1679695647560786,-0.3900699366791265,-1.694794274823946,1.3738251337296163,-0.2577168648276172,-0.011918106199805156,1.7340517807187155,0.1616302154865995,3.9535964676369595,5
0.13133016303712086,-1.149024376478443,-1.7833818425284513,1.9221426002980404,-1.185336447675836,4.949273996216757,0.9661022149336542,0.0,0.0,5
1.3151698146449862,-1.158784409443361,-1.2810184000782614,1.1415705256837256,-0.3092221167301816,0.10199595033165443,2.1404574976681,0.11499977759380231,2.221586547266762,5
1.482295341932895,-1.7779141030550076,-1.186048143040504,0.5037461051271277,0.09232870244583516,-0.1769840885042563,2.9663933457999536,0.0,0.0,5
1.3694052757178032,-1.6303827086142864,-1.1886400999079045,0.5832721501111285,0.06738741605859169,-0.14539457831657382,2.8008424496168836,0.0,0.0,5
-0.014912321052068744,-0.4243533946630127,-2.2764337079130366,1.286161649057839,0.8433270399020196,0.7436192304975118,1.560472646908833,0.060643173567028585,1.1715158185430674,5
0.2928052938041654,-0.4265978572550314,-2.02881809733465,1.4466014557077438,0.39934245239909383,0.6527819756986717,1.4555423669751164,0.11047388822662085,2.1341545961541026,5
