RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.25712097,-0.11891852,-0.47407418,-0.15909101,0.088050134,-0.020833313,0.50537544,0.0,0.0,1
0.2835767,0.0,0.2074074,-0.068181746,-0.47798505,0.041666627,-0.19354865,0.0,0.0,2
1.5236615,0.2486481,0.1925926,-1.0227273,-0.96855146,-0.7916666,1.0860204,0.0,0.6363636,1
0.13989544,-0.27027023,0.237037,-0.61363626,0.36478186,0.0,-0.23655935,0.0,1.0909091,2
-0.9640346,1.7297298,-2.5777779,2.431818,1.1823957,-1.1666666,-0.22580642,0.56,0.0,7
-0.3591581,-0.41081086,0.059259206,0.65909076,0.452832,0.18749994,-0.6559144,0.0,0.0,2
-0.4687669,0.16216172,0.0074074008,0.38636348,-0.16351894,0.22916669,-0.5591401,0.0,0.90909094,2
0.03781323,-0.043243192,-0.06666661,-0.045454495,-0.025153069,0.062499937,-0.01075293,0.0,0.0,1
1.807193,1.7405398,-0.9481482,1.613636,-3.1698143,0.41666663,1.2473112,0.0,0.0,7
-0.43099874,-0.54054046,-0.4666668,0.2045455,0.61635095,0.020833313,0.20430055,0.11,2.0,2
-0.22683433,-0.27027023,-0.0074074008,0.9999997,-0.0754688,0.20833337,-0.45161283,0.0,0.0,2
-0.6842888,-0.14054063,-0.051851805,0.52272725,0.6037792,-1.0208333,-0.22580642,0.0,1.7272727,2
-2.0944655,-0.28108126,-0.0074074008,-0.52272725,0.25157866,0.125,-0.26881713,0.0,2.8181818,1
-0.75612944,-0.010811056,0.0074074008,0.27272725,0.59119785,-0.375,-0.6129037,0.0,0.0,2
-0.66914546,-0.42162192,0.029629603,1.7499994,-0.1509376,0.2708333,-0.6774198,0.0,0.0,2
0.10208221,0.27027023,-0.08888899,0.6363635,-1.0566016,0.020833313,0.22580642,0.0,0.8181819,3
1.5425456,-0.05405425,0.1481482,-0.4545455,-0.0377344,-0.041666627,-0.08602139,0.0,0.0,2
-0.67671716,-0.2486481,0.07407401,0.36363626,0.42767894,0.2708333,-0.68817216,0.0,0.0,2
0.5368668,0.70270216,0.1851852,-0.38636374,-0.8301856,-1.0416666,0.3118278,0.0,0.0,1
-0.030241571,-0.47567514,0.044444405,-0.27272725,0.57861656,0.041666627,-0.22580642,0.0,0.0,1
0.37808725,-0.064865306,-0.08148158,-0.38636374,-0.0754688,0.020833313,0.24731125,0.0,1.4545454,1
0.4499279,1.8810804,-2.0000002,0.8863635,-0.35220054,-1.1666666,1.4516118,0.0,0.0,6
-0.36294395,0.05405425,0.11851859,0.40909073,-0.31446612,0.18749994,-0.6129037,0.0,2.6363635,2
2.0075717,0.064865306,0.07407401,-1.2045454,-0.99371415,-0.9166666,1.6881711,0.0,0.27272728,1
1.7126825,1.2756758,-2.5777779,-0.7954545,-0.13836586,-0.9583333,3.139784,0.0,0.7272727,2
0.09076978,-0.043243192,0.0,0.13636349,-0.17610027,0.062499937,-0.18279572,0.0,0.0,1
3.614386,0.59459466,-0.2444444,-1.5681816,-2.7798796,-1.0,3.268816,0.0,0.0,2
-0.10203714,0.021622112,0.10370361,-0.25,0.3773632,-0.020833313,-0.569893,0.0,0.0,1
0.0,0.43243194,0.13333338,-0.5454545,-0.012581333,-0.93749994,0.0,0.0,0.0,3
0.7561745,-0.65945894,-2.5777779,0.681818,1.2201301,-0.375,3.1505358,0.0,0.0,5
0.0340274,-0.043243192,-0.49629638,-0.13636376,0.25157866,-0.10416669,0.45161283,0.0,0.8181819,1
-0.18144943,-0.41081086,0.0,-0.045454495,0.32704747,0.0,-0.18279572,0.0,0.0,1
0.064314045,-0.5621625,-0.037037004,-0.36363626,0.21383467,0.125,0.17204279,0.0,2.7272727,1
-0.5708491,-0.25945917,0.0148148015,0.2954545,0.13836586,0.08333337,-0.5161294,0.0,0.0,2
-0.14742203,-0.97297233,-0.562963,0.6363635,0.1132128,0.29166663,0.67741823,0.0,0.0,2
-0.9867496,2.0540533,-2.5777779,2.0454543,0.905664,-1.1666666,-0.27957004,0.63,0.0,7
0.09076978,-0.49729723,0.0148148015,-0.52272725,0.31446612,0.16666663,0.18279572,0.0,0.0,1
-0.6616189,-0.17297277,0.029629603,0.45454523,0.1132128,0.25,-0.5913979,0.0,0.8181819,2
-0.6653597,0.0,-0.022222202,0.18181798,0.4905664,0.10416669,-0.79569894,0.0,0.0,2
-0.18523526,0.14054063,0.0148148015,-0.4545455,0.088050134,-0.125,-0.18279572,0.0,0.0,1
2.423427,0.6270268,-0.4296296,-0.409091,-2.0503156,-1.0,2.3548374,0.0,0.0,2
-0.12853795,-0.2486481,0.044444405,0.77272725,-0.06288747,-0.041666627,-0.17204382,0.0,0.6363636,1
0.05295655,-0.60540575,0.044444405,-0.022727247,0.21383467,0.020833313,0.16128986,0.0,0.0,1
-0.4007121,-0.34594554,0.044444405,0.61363626,0.226416,0.16666663,-0.6129037,0.0,1.9090909,2
-0.38561386,-0.33513552,0.09629621,-0.2045455,-0.0377344,0.0,0.0,0.0,0.0,2
0.22687939,-0.010811056,0.31111118,0.13636349,-0.5660352,-0.020833313,-0.3118278,0.0,0.90909094,2
-0.6653597,-0.17297277,0.08148141,0.38636348,0.40251628,0.22916669,-0.8279572,0.0,0.0,2
-0.056697313,0.2486481,0.1925926,-0.409091,0.2641504,0.062499937,-0.6129037,0.0,0.0,1
-0.52172345,0.097297445,0.06666661,0.5,0.1132128,0.10416669,-0.76344115,0.0,0.0,2
2.2684333,0.20540491,-2.5777779,0.52272725,-0.7044011,-0.5,3.9139767,0.0,0.0,5
-0.060483143,-0.7351353,-0.0074074008,0.068181746,0.76729816,0.08333337,-0.053763628,0.0,0.54545456,1
0.16635118,0.19459489,0.3703704,-0.38636374,-0.36478186,0.041666627,-0.48387164,0.0,0.0,2
-0.4687669,0.20540491,0.09629621,0.43181798,-0.4905664,0.20833337,-0.6129037,0.0,0.0,2
0.056742385,-0.61621577,0.1407408,-0.43181825,0.4150976,0.10416669,0.10752623,0.0,0.0,1
-0.65404725,-0.49729723,0.09629621,0.61363626,0.23899733,0.16666663,-0.569893,0.0,2.3636363,1
1.5198756,-1.8270262,-1.1851853,0.47727248,0.10063147,-0.1875,3.021504,0.0,0.0,5
-0.6313323,1.7297298,-2.5777779,2.340909,0.62893224,-1.1666666,0.17204279,0.64,0.8181819,7
1.1304308,0.32432446,-1.0296298,0.7272725,-0.7547168,-0.06250006,1.0430096,0.27,1.5454546,2
-0.098296374,0.05405425,0.08888881,-0.47727275,0.38993493,0.041666627,-0.46236578,0.0,0.0,1
-0.551965,1.0270267,-2.5777779,3.2727268,0.8553483,-1.0833333,0.47311768,0.4,0.8181819,7
-0.07936723,-0.42162192,0.059259206,-0.18181826,0.5408821,-0.041666627,-0.23655935,0.0,1.5454546,1
0.5520101,-0.5621625,-1.2074075,1.1590908,-0.113203205,0.08333337,1.6021497,0.0,0.0,5
-0.23436092,0.2486481,0.0,0.81818175,-0.32704747,0.125,-0.6559144,0.0,0.0,2
0.7561745,1.4162164,-2.5777779,-1.7954544,0.8805109,-1.1666666,2.8172033,0.0,0.0,6
-0.7637011,0.043243192,-0.022222202,-0.31818175,-0.050315734,0.0,-0.032258794,0.0,0.0,1
-0.58977824,0.68108106,-1.2592593,0.9999997,0.40251628,-1.1666666,0.07526846,0.76,0.0,7
-0.049125653,-0.1081085,0.09629621,-0.68181825,0.57861656,0.020833313,-0.3870973,0.0,0.0,1
-0.65404725,-0.2486481,0.059259206,0.43181798,0.4150976,0.33333337,-0.7526882,0.0,0.0,2
0.2722192,-0.2486481,0.10370361,-0.659091,-0.55346346,0.16666663,0.569892,0.0,1.3636364,2
-0.60109067,0.18378383,-0.059259206,-0.2954545,-0.113203205,0.062499937,-0.3010759,0.0,0.0,3
0.1588246,0.086486384,0.27407402,-0.22727275,0.0,-0.08333337,-0.5161294,0.0,0.0,2
-1.7126374,-0.2486481,-2.5777779,3.8409085,-2.8930826,11.770833,-1.7634406,0.0,0.0,5
-0.21926266,1.0594587,-2.5777779,1.6590905,0.7295637,-1.1666666,0.021504836,1.67,0.0,7
2.083198,0.5081083,0.1777778,-1.9090908,-1.295599,-0.9791666,1.569892,0.0,1.4545454,1
0.11722553,0.49729723,0.3333334,0.43181798,-1.2201301,-0.041666627,-0.41935506,0.0,1.3636364,2
3.810979,-0.65945894,-2.5777779,-1.5454544,-0.9559797,-1.0416666,6.236556,0.0,0.0,2
1.4442492,-2.3999999,-1.3111112,0.47727248,0.8301952,0.041666627,3.2473102,0.0,0.0,5
-0.018884081,-0.29189232,0.044444405,-0.31818175,0.27673173,0.18749994,-0.07526949,0.0,0.0,1
-0.022669911,-0.48648617,0.13333338,-0.18181826,0.28931308,0.08333337,-0.043010697,0.0,0.0,1
2.2533352,2.7459455,-1.2222223,-0.090909265,-2.9559798,-0.5208333,0.010751905,1.68,0.0,7
0.23440598,1.2324326,-2.5777779,1.0681818,0.10063147,1.7708331,-2.2903225,2.88,0.0,7
0.07562646,-0.064865306,0.31111118,-0.11363651,-0.5660352,-0.020833313,-0.17204382,0.0,2.5454545,2
-0.5746349,1.8378372,-2.5777779,2.0909088,0.65409493,-1.1666666,0.11827916,0.67,0.0,7
0.20795025,-0.41081086,0.0,-0.13636376,0.21383467,0.08333337,-0.18279572,0.0,0.0,1
1.0926627,-0.43243194,-1.3851852,1.8636363,-0.7547168,0.41666663,1.1827947,0.24,4.6363635,5
-0.44231117,0.33513552,0.06666661,0.27272725,-0.4150976,0.16666663,-0.68817216,0.0,0.0,2
0.49531278,0.25945917,0.0,0.0,-1.0440298,-0.020833313,0.43010697,0.0,0.0,1
0.23819181,0.086486384,-0.10370379,0.43181798,-0.80503255,0.0,0.41935405,0.0,0.0,3
1.6786551,1.0378376,0.2518518,-1.9999998,-1.2704458,-0.93749994,1.0430096,0.0,0.0,1
-0.011312421,-0.043243192,0.15555559,-0.13636376,-0.21383467,0.020833313,-0.40860215,0.0,0.0,1
-0.31755903,1.8054051,-2.5777779,1.4545453,0.35220054,-1.1666666,-0.21505451,1.59,0.0,7
-0.052911483,-0.27027023,0.08888881,0.022727247,0.2641504,0.020833313,-0.21505451,0.0,1.0,1
-0.1890211,1.6216213,-2.5777779,1.4772725,0.3018848,-1.1666666,-0.07526949,1.59,0.7272727,7
-0.052911483,-0.5837836,-0.044444405,-0.340909,0.5283008,0.062499937,0.043010697,0.0,0.0,1
1.3232828,-0.30270234,-2.3333335,0.36363626,0.76729816,-0.8958333,2.870967,0.0,2.5454545,5
1.255228,0.42162192,0.748148,-0.56818175,-1.2578645,-1.0416666,0.16128986,0.0,0.0,1
0.46502614,0.22702703,0.2592592,-0.2045455,-0.28930348,0.020833313,-0.41935506,0.0,1.2727273,2
-0.54439336,0.11891852,0.07407401,0.31818175,-0.0754688,-0.22916669,-0.41935506,0.0,0.0,2
-0.5368217,-0.27027023,0.07407401,0.43181798,0.062897064,0.10416669,-0.6021508,0.0,0.0,2
-0.551965,0.9621623,-2.5777779,3.4772725,-0.21383467,-1.0,0.6236556,1.06,0.0,7
-0.7485578,-0.5729726,-0.0148148015,0.47727248,0.5283008,0.22916669,-0.54838717,0.0,2.1818182,1
-0.098296374,-1.135135,-0.1703704,-0.43181825,0.96856105,0.125,0.3225797,0.0,2.1818182,2
-0.083153054,-0.443243,0.0148148015,-0.47727275,0.61635095,0.0,-0.053763628,0.0,0.0,1
-0.60109067,0.086486384,0.037037004,-0.022727247,-0.13836586,0.0,-0.290323,0.0,0.0,3
0.19285199,-0.68108106,-0.5333334,-1.1818181,1.295599,-0.4375,0.8817198,0.0,1.8181819,2
0.1588246,-0.3135134,-0.3851852,0.18181798,0.17610027,0.08333337,0.20430055,0.14,0.0,2
0.5633676,0.85405385,0.07407401,0.045454495,-0.88050133,0.0,-0.32258075,0.0,0.0,1
-0.46502614,-0.22702703,-0.059259206,-0.2045455,0.28931308,-0.08333337,-0.02150586,0.0,0.0,3
-0.056697313,0.15135169,0.13333338,-0.36363626,0.012581333,0.020833313,-0.35483852,0.0,1.0,1
-0.29867497,0.086486384,0.044444405,0.590909,-0.3018848,0.25,-0.52688235,0.0,0.0,2
-0.446097,1.2216215,-2.5777779,1.340909,1.0440298,-1.1666666,-0.12903312,1.57,0.0,7
-0.62001985,-0.37837872,-0.029629603,0.22727275,0.35220054,-0.25,-0.35483852,0.0,0.0,2
-0.4687669,1.8270262,-2.5777779,1.181818,0.4150976,-1.1666666,0.07526846,1.38,0.0,7
0.5141969,0.8108106,-0.8074074,0.47727248,-0.5157195,-1.1666666,1.0430096,0.0,0.0,6
0.4877411,0.3567566,-0.096296385,-0.27272725,-0.88050133,0.062499937,0.33333266,0.0,0.0,1
0.26469263,-0.43243194,0.1407408,-0.25,-0.2641504,0.125,0.08602139,0.0,3.1818182,2
-0.3591581,-0.49729723,0.029629603,0.43181798,0.7295637,0.20833337,-0.7526882,0.0,0.0,2
-0.47633857,-1.1783783,0.029629603,0.0,0.13836586,0.020833313,-0.07526949,0.0,0.0,3
-0.21926266,-0.38918874,0.10370361,0.5,0.226416,0.10416669,-0.52688235,0.0,0.0,2
0.6351631,0.5837836,-0.7925926,-0.36363626,-0.025153069,-1.1666666,1.2580642,0.0,0.0,6
-0.38939968,-0.42162192,-2.5777779,1.090909,1.3836491,0.8541667,1.6881711,0.0,0.0,5
1.5425456,0.54054046,-1.8296298,0.022727247,-0.74213547,-0.47916663,2.7311819,0.0,0.0,2
-0.58977824,0.7243243,0.029629603,-0.22727275,0.12578453,-0.3958333,-0.7096775,0.0,1.2727273,2
0.2722192,-0.34594554,0.1925926,-0.5454545,-0.62893224,0.16666663,0.3870963,0.0,2.0,2
-0.0037407607,-0.74594533,0.029629603,0.18181798,0.46541333,0.020833313,-0.06451656,0.0,0.0,1
1.6143862,1.1999993,0.27407402,-1.0454545,-1.7861654,-0.8541666,0.5913968,0.0,0.0,1
0.5557959,0.97297233,-2.5777779,1.6818178,-0.050315734,-1.1666666,2.4516118,0.0,0.0,6
1.6710835,1.0162156,0.22222221,-0.9999999,-1.7861654,-0.68749994,0.5806449,0.0,3.3636365,3
-0.40449792,-0.43243194,0.022222202,0.2045455,0.28931308,0.25,-0.39785025,0.06,2.2727273,2
-0.13985036,1.8378372,-2.5777779,1.022727,0.2641504,-1.1666666,0.010751905,1.55,0.0,7
-0.8997656,1.2216215,-2.5777779,2.9772725,0.40251628,-1.0833333,0.51612836,0.64,0.0,7
1.7315667,0.99459445,0.2444444,-1.2954545,-1.7987467,-1.1666666,1.1720418,0.0,0.0,1
1.3308095,0.84324276,0.2074074,-1.7499999,-1.2452832,-0.93749994,1.1290311,0.0,0.0,3
-0.3931855,-0.11891852,-0.022222202,0.931818,-0.3773536,0.08333337,-0.23655935,0.0,1.5454546,3
0.22687939,1.3081079,-0.9185186,0.61363626,-0.5031477,-1.1666666,0.70967704,0.0,0.0,6
0.08770715002782864,-0.046616644829771375,-0.4315775388685988,-0.1753684169902363,0.20055315993064787,-0.08466435947663953,0.41973797524815837,0.0,0.9174664680971905,1
-0.15786183256423084,-0.4209293322455531,0.006933083639602927,-0.0809077994017123,0.366290869525965,0.00649976549289247,-0.1895051535158243,0.0,0.0,1
0.5340134018937086,0.6826083922616494,0.16883573278436992,-0.3797633221866845,-0.8331081193472798,-0.9775326190957883,0.3130768799479714,0.0,0.0,1
0.04283592550757845,-0.589491473461574,0.05633987023261543,-0.0440174195322299,0.2239354817369797,0.029197311517026245,0.13394957204193247,0.0,0.0,1
1.448035,-0.21621597,0.12592599,-1.090909,-0.6287901247607859,-0.7708333,1.3440856,0.0,1.5454546,1
1.6593819803660401,1.0102673198393006,0.22171275059349704,-1.0257912908364137,-1.7675652610444543,-0.6960970702788046,0.5995030904179944,0.0,3.2479660151958307,3
0.21556248461084837,0.3506564213224008,-0.052617135415981175,0.4714915235642432,-1.10678944764407,-0.08684870164232117,0.29210969888568017,0.0,0.7439894942815819,3
-0.2650201311191175,-0.018204262436066418,-0.039474232171972226,0.8553602899263578,-0.5531293849418484,0.06715960639954,-0.11690834454692235,0.0,1.3572509840758054,3
-0.39823596379226556,0.2676970261624998,0.0057364999736392586,-0.3798239289115045,-0.07924556549341398,-0.27497773713625906,-0.19946949303193104,0.0,0.0,3
-0.08837995260979546,0.16621389226108485,0.11486157800891944,-0.4037677156668358,-0.07531422724285487,-0.6128009138362698,0.06368274428615851,0.0,0.0,3
-0.1347371518125446,-0.07399554458928209,0.013638184422253077,0.13814918794574807,-0.5579374520126824,0.07417091108789851,0.20430055,0.0,0.0,3
-0.25423457090132706,0.07189894229586857,0.02804103350849539,-0.3590760453793619,0.1524674458634054,-0.470518295909609,-0.011757474728117464,0.0,0.0,3
1.3810466208182004,0.8783242747768621,0.16471191851610664,-0.6975108346510999,-1.6513022809798654,-0.5565613821860597,0.5150514259800945,0.0,2.893097875852052,3
0.09978337364575496,0.2712566646980308,-0.0877624902316721,0.6287596563328322,-1.0527758166985899,0.021466966000207834,0.225152310958703,0.0,0.7932965929551993,3
-0.11462391263995392,0.27596147040619695,-0.053517486349102056,0.23304499585577193,-0.7469625485966432,0.046351354599742656,0.0906579745487171,0.0,0.0,3
-0.3027442974308494,-0.3908808298079752,0.07183323193570651,-0.0867841807447105,-0.2092687271161089,0.09786449500124501,0.1743753016977218,0.0,0.0,3
0.0941331141139576,0.27368120093992193,-0.08499369112084866,0.6100703355034591,-1.0433725077046871,0.023024407832752756,0.22354459067074148,0.0,0.7321315417448595,3
-0.01568501972920011,0.003893067749292975,-0.07094004173869357,0.6328679986364578,-0.6330628351429471,0.03350834984274368,0.15561125796190678,0.0,0.621427327406506,3
-0.15741000350384637,-0.3228033992827596,0.0844907830907111,-0.22052699002535792,-0.2944173754405316,0.022785687680357936,0.2765458316162439,0.0,0.0,3
-0.05319201734836467,0.4104284466156191,0.11629038018821052,-0.52333137448702,-0.021485614214427982,-0.8490074488326583,-0.02664295969853351,0.0,0.0,3
0.13594295487780822,-0.013094135836857201,-0.0688623878814217,0.3293723982604262,-0.6891678972214696,0.020414886074927748,0.37720724949674433,0.0,0.0,3
1.2813933640656052,0.8090167207477562,0.1933366843265687,-1.6513221923910621,-1.2253718566593979,-0.895099359360008,1.0969343310264716,0.0,0.0,3
-0.15128710793976408,0.21788993516509841,0.07067717029406756,-0.4345464622698263,0.08563407623687153,-0.659613647254977,-0.006996508547148457,0.0,0.0,3
-0.5248268781110712,-0.6489368151939482,-0.004919458365846032,-0.11483645428656107,0.04058667764608288,0.03702818348683072,-0.16303531343331196,0.0,0.0,3
0.9768866003769195,0.696567640398345,0.13705766574478,-1.1702997653197924,-1.159953120098816,-0.6718040400991805,0.8781063606057578,0.0,0.0,3
-0.3146148401452251,-0.3882951144322937,0.05123903131505617,-0.11037088965669671,-0.12766433307039765,0.07205496269023733,0.1656283817739393,0.0,0.0,3
0.7548879278866786,0.3919980775927777,0.15984026955816624,-1.1581137966775705,-0.8773105056092876,-0.5658819044417999,0.7991303999923075,0.0,0.0,3
1.001951101950248,0.9077116986733078,0.19873732836618102,-0.6710281436813826,-1.4545781029976383,-0.8330568941875378,0.7515740770499028,0.0,0.2298555309115896,3
-0.5060148214273499,-0.007446083137703952,0.009937536987267775,0.41379003325577723,-0.24765588957915816,0.038108676504622914,-0.26573667227129094,0.0,0.7067424418811024,3
-0.4224843749504963,-0.08997199309778448,-0.013871144321830196,0.7972994508631817,-0.3436744379620299,0.07158967941821487,-0.2441359507080644,0.0,1.327662608261318,3
-0.46726377280900855,-0.41520718356947883,-0.0416767312026225,-0.1640857825268254,0.2594552641372158,-0.06272888559776316,-0.03214046833962269,0.0,0.0,3
-0.4086849642478522,-0.10360545219181846,-0.017804390048747863,0.8606560374146842,-0.3595369101514263,0.0771208136264955,-0.24056746471407392,0.0,1.4302399647921373,3
1.3576885726113828,1.1549132822019987,0.30994557330087524,-1.1794339064162203,-1.6123743143985678,-1.1603832572085018,0.9520532851358232,0.0,0.04410757867731396,3
0.5645403874288524,0.2982370760817178,-0.029472438677782348,0.10571396841542924,-1.028490688602378,-0.15658170744323419,0.4560888847520882,0.0,0.7660858070596839,3
-0.2677209275381376,-0.07810134451117874,-0.03841387129190665,0.8324601552586002,-0.46234011402706926,0.06677372258591065,-0.10621907169160377,0.0,1.2383485358808781,3
0.02478877648793836,0.29870253660081336,-0.05115642790068491,0.38372792400220673,-0.9268578092116385,0.04201175966811853,0.20430055,0.0,0.0,3
1.4121263026951685,1.1308210384318995,0.29470773645007886,-1.1482656290910869,-1.6425623978106751,-1.0782418690315319,0.8875384265535491,0.0,0.6207206749071812,3
-0.5080005724606258,-0.06246183384764242,0.04789413031477174,-0.042714304858349574,-0.16048898742005951,0.03053570018920186,-0.14532773875747904,0.0,0.0,3
-0.43819940707255967,0.2511656854901561,-0.007067995705550306,-0.3632027079897532,-0.08593539894970272,-0.2084928616268944,-0.21948648922439148,0.0,0.0,3
-0.11704797010071355,0.2532473393431532,-0.03152029853393082,0.29279229983929556,-0.7495599794683974,0.03213623385152398,0.09116547688753324,0.0,0.0,3
0.06541028489790954,0.24145288454742403,-0.08395267090030957,0.6582403255557697,-1.0063069183989226,0.025461107953925796,0.19157070758658548,0.0,0.8720325537872116,3
-0.19846922582330978,0.2251963298095636,-0.019988213322382306,0.23971847450523887,-0.6467504696715596,0.026730569196462536,0.026994958794095525,0.0,0.0,3
1.1437573103554741,0.6966840791018458,0.19195818549740265,-1.5577626284555997,-1.1257702288803224,-0.8168030072431888,1.021883440857344,0.0,0.0,3
0.20816579497947796,0.41961938755172545,-0.0021634158195316666,0.17168479409300108,-1.023803798287752,-0.12375005217698898,0.3073409243604077,0.0,0.0,3
-0.4037078383083721,-0.8933067541188037,0.0463718943689384,-0.03424569041422993,0.005691260616673133,0.0522251522136853,0.030045067750894577,0.0,0.0,3
1.1519040721477414,0.7693837504190214,0.11927612841046248,-0.4585304829988345,-1.544754179576007,-0.4531138656448482,0.4632295478262838,0.0,2.52135060050791,3
0.03130464096919137,0.3006410085921052,-0.05420582737783826,0.40225306884267287,-0.9388117272183029,0.04034249593116928,0.2056674276186657,0.0,0.05200229179788436,3
0.828777944241691,0.4498922051574618,0.16594307281558013,-1.2340520423909878,-0.9245209414103932,-0.6135600329488704,0.8414562465995987,0.0,0.0,3
-0.468704753567595,-0.5363905963929648,-0.03035404779837899,-0.138030714804378,0.24022756154969777,-0.04946010197755293,-0.03898889580761688,0.0,0.0,3
-0.5152246702750427,0.020085855601389424,-0.023206728171283622,-0.24014673220561122,-0.14041333140078935,0.07376636957991393,-0.16442523030655773,0.0,0.0,3
1.1373864380493597,-0.36523884597918355,-2.061956661139197,0.5553610612060067,0.5550749081643356,-0.6598291970461121,2.565149718965634,0.0,1.9319351428894913,5
2.0073841283259934,-0.6198218415546257,-2.176578346621031,0.5083300660976019,-0.2183384679145285,-0.328434418594337,3.7028190986730523,0.0,0.0,5
1.3999546490558727,-0.8971937400216962,-1.8855518646391323,0.4079547655969494,0.5072959227550027,-0.6195809455961345,2.9296769331273778,0.0,1.5527187375377325,5
1.2013987683996405,-1.5925976150282275,-1.4174768315585644,0.579630173880513,0.31464533901620717,-0.01374469416500157,2.799097287930424,0.0,0.0,5
2.1045776110548022,0.11731707265896307,-2.535399881292085,0.49514649564244156,-0.4492604677224554,-0.568623502901338,3.7331556847542546,0.0,0.4412918374122992,5
-1.1951712532529701,-0.3162913471434644,-2.5777779,2.7654920247038914,-1.220621302970261,7.501754844047677,-0.4136512314910936,0.0,0.0,5
1.1827290805342643,-0.3499853444952647,-2.1281491506211383,0.5085967833828527,0.6068390359503513,-0.7173937967667354,2.6397426991301876,0.0,2.0815808302774816,5
1.225973084916553,-1.950393950398528,-1.2857412730871587,0.6440715522243875,0.5994035446922239,0.05185992024417683,2.844840455478894,0.0,0.0,5
-0.5199475827741238,-0.326784879212559,-2.0707401077196255,3.0002596087017728,-1.98394381831883,6.943542467843568,-0.5108313545715253,0.10203740987789872,1.971177178301788,5
1.5041497206272652,-1.9461713039577386,-1.2113705410441733,0.47727248,0.25233816518451835,-0.139846710507726,3.068458516713947,0.0,0.0,5
1.4769424679281542,-2.1523035573222336,-1.2566734747110275,0.47727248,0.5148050386865757,-0.05740203072669828,3.1496942537637866,0.0,0.0,5
-1.611416775064605,-0.2980723150507489,-2.534171240644753,3.7355819815916886,-2.7993395557977694,11.396378221490043,-1.6136082303565542,0.0,0.0,5
0.8456161133635471,-0.6031929924162781,-2.53922529635501,0.6316358951561445,1.148711608512316,-0.4571433413079308,3.1064435436917943,0.0,0.4014569302256752,5
1.3776879383988605,-1.245970586516324,-1.8735847953522515,0.414744619645516,0.7955863637167234,-0.4741888327978965,3.040228909765604,0.0,1.4006258173203299,5
-0.4353091251710668,-0.8723445787150954,-2.0274946054556198,2.511766932872796,-1.7101157787175476,7.045494892861714,0.1273313879456075,0.0,0.0,5
