RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.38944474,-0.34594554,0.13333338,0.47727248,-0.3396192,0.041666627,-0.053763628,0.0,1.0909091,2
0.25712097,-0.11891852,-0.47407418,-0.15909101,0.088050134,-0.020833313,0.50537544,0.0,0.0,1
0.2835767,0.0,0.2074074,-0.068181746,-0.47798505,0.041666627,-0.19354865,0.0,0.0,2
1.5236615,0.2486481,0.1925926,-1.0227273,-0.96855146,-0.7916666,1.0860204,0.0,0.6363636,1
0.13989544,-0.27027023,0.237037,-0.61363626,0.36478186,0.0,-0.23655935,0.0,1.0909091,2
-0.9640346,1.7297298,-2.5777779,2.431818,1.1823957,-1.1666666,-0.22580642,0.56,0.0,7
-0.3591581,-0.41081086,0.059259206,0.65909076,0.452832,0.18749994,-0.6559144,0.0,0.0,2
-0.4687669,0.16216172,0.0074074008,0.38636348,-0.16351894,0.22916669,-0.5591401,0.0,0.90909094,2
0.03781323,-0.043243192,-0.06666661,-0.045454495,-0.025153069,0.062499937,-0.01075293,0.0,0.0,1
1.807193,1.7405398,-0.9481482,1.613636,-3.1698143,0.41666663,1.2473112,0.0,0.0,7
-0.43099874,-0.54054046,-0.4666668,0.2045455,0.61635095,0.020833313,0.20430055,0.11,2.0,2
-0.22683433,-0.27027023,-0.0074074008,0.9999997,-0.0754688,0.20833337,-0.45161283,0.0,0.0,2
-0.6842888,-0.14054063,-0.051851805,0.52272725,0.6037792,-1.0208333,-0.22580642,0.0,1.7272727,2
-2.0944655,-0.28108126,-0.0074074008,-0.52272725,0.25157866,0.125,-0.26881713,0.0,2.8181818,1
-0.75612944,-0.010811056,0.0074074008,0.27272725,0.59119785,-0.375,-0.6129037,0.0,0.0,2
-0.66914546,-0.42162192,0.029629603,1.7499994,-0.1509376,0.2708333,-0.6774198,0.0,0.0,2
0.10208221,0.27027023,-0.08888899,0.6363635,-1.0566016,0.020833313,0.22580642,0.0,0.8181819,3
1.5425456,-0.05405425,0.1481482,-0.4545455,-0.0377344,-0.041666627,-0.08602139,0.0,0.0,2
-0.67671716,-0.2486481,0.07407401,0.36363626,0.42767894,0.2708333,-0.68817216,0.0,0.0,2
0.5368668,0.70270216,0.1851852,-0.38636374,-0.8301856,-1.0416666,0.3118278,0.0,0.0,1
-0.030241571,-0.47567514,0.044444405,-0.27272725,0.57861656,0.041666627,-0.22580642,0.0,0.0,1
0.37808725,-0.064865306,-0.08148158,-0.38636374,-0.0754688,0.020833313,0.24731125,0.0,1.4545454,1
0.4499279,1.8810804,-2.0000002,0.8863635,-0.35220054,-1.1666666,1.4516118,0.0,0.0,6
-0.36294395,0.05405425,0.11851859,0.40909073,-0.31446612,0.18749994,-0.6129037,0.0,2.6363635,2
2.0075717,0.064865306,0.07407401,-1.2045454,-0.99371415,-0.9166666,1.6881711,0.0,0.27272728,1
1.7126825,1.2756758,-2.5777779,-0.7954545,-0.13836586,-0.9583333,3.139784,0.0,0.7272727,2
0.09076978,-0.043243192,0.0,0.13636349,-0.17610027,0.062499937,-0.18279572,0.0,0.0,1
3.614386,0.59459466,-0.2444444,-1.5681816,-2.7798796,-1.0,3.268816,0.0,0.0,2
-0.10203714,0.021622112,0.10370361,-0.25,0.3773632,-0.020833313,-0.569893,0.0,0.0,1
0.0,0.43243194,0.13333338,-0.5454545,-0.012581333,-0.93749994,0.0,0.0,0.0,3
0.7561745,-0.65945894,-2.5777779,0.681818,1.2201301,-0.375,3.1505358,0.0,0.0,5
0.0340274,-0.043243192,-0.49629638,-0.13636376,0.25157866,-0.10416669,0.45161283,0.0,0.8181819,1
2.6691906,-1.9459457,-2.5777779,1.2045453,-0.74213547,0.5208333,4.989245,0.0,3.0909092,2
-0.18144943,-0.41081086,0.0,-0.045454495,0.32704747,0.0,-0.18279572,0.0,0.0,1
0.064314045,-0.5621625,-0.037037004,-0.36363626,0.21383467,0.125,0.17204279,0.0,2.7272727,1
-0.5708491,-0.25945917,0.0148148015,0.2954545,0.13836586,0.08333337,-0.5161294,0.0,0.0,2
-0.14742203,-0.97297233,-0.562963,0.6363635,0.1132128,0.29166663,0.67741823,0.0,0.0,2
-0.9867496,2.0540533,-2.5777779,2.0454543,0.905664,-1.1666666,-0.27957004,0.63,0.0,7
0.09076978,-0.49729723,0.0148148015,-0.52272725,0.31446612,0.16666663,0.18279572,0.0,0.0,1
-0.6616189,-0.17297277,0.029629603,0.45454523,0.1132128,0.25,-0.5913979,0.0,0.8181819,2
-0.6653597,0.0,-0.022222202,0.18181798,0.4905664,0.10416669,-0.79569894,0.0,0.0,2
-0.18523526,0.14054063,0.0148148015,-0.4545455,0.088050134,-0.125,-0.18279572,0.0,0.0,1
2.423427,0.6270268,-0.4296296,-0.409091,-2.0503156,-1.0,2.3548374,0.0,0.0,2
-0.12853795,-0.2486481,0.044444405,0.77272725,-0.06288747,-0.041666627,-0.17204382,0.0,0.6363636,1
0.05295655,-0.60540575,0.044444405,-0.022727247,0.21383467,0.020833313,0.16128986,0.0,0.0,1
-0.4007121,-0.34594554,0.044444405,0.61363626,0.226416,0.16666663,-0.6129037,0.0,1.9090909,2
-0.38561386,-0.33513552,0.09629621,-0.2045455,-0.0377344,0.0,0.0,0.0,0.0,2
0.22687939,-0.010811056,0.31111118,0.13636349,-0.5660352,-0.020833313,-0.3118278,0.0,0.90909094,2
-0.6653597,-0.17297277,0.08148141,0.38636348,0.40251628,0.22916669,-0.8279572,0.0,0.0,2
-0.056697313,0.2486481,0.1925926,-0.409091,0.2641504,0.062499937,-0.6129037,0.0,0.0,1
-0.52172345,0.097297445,0.06666661,0.5,0.1132128,0.10416669,-0.76344115,0.0,0.0,2
2.2684333,0.20540491,-2.5777779,0.52272725,-0.7044011,-0.5,3.9139767,0.0,0.0,5
-0.060483143,-0.7351353,-0.0074074008,0.068181746,0.76729816,0.08333337,-0.053763628,0.0,0.54545456,1
0.16635118,0.19459489,0.3703704,-0.38636374,-0.36478186,0.041666627,-0.48387164,0.0,0.0,2
-0.4687669,0.20540491,0.09629621,0.43181798,-0.4905664,0.20833337,-0.6129037,0.0,0.0,2
0.056742385,-0.61621577,0.1407408,-0.43181825,0.4150976,0.10416669,0.10752623,0.0,0.0,1
-0.65404725,-0.49729723,0.09629621,0.61363626,0.23899733,0.16666663,-0.569893,0.0,2.3636363,1
1.5198756,-1.8270262,-1.1851853,0.47727248,0.10063147,-0.1875,3.021504,0.0,0.0,5
-0.6313323,1.7297298,-2.5777779,2.340909,0.62893224,-1.1666666,0.17204279,0.64,0.8181819,7
1.1304308,0.32432446,-1.0296298,0.7272725,-0.7547168,-0.06250006,1.0430096,0.27,1.5454546,2
-0.098296374,0.05405425,0.08888881,-0.47727275,0.38993493,0.041666627,-0.46236578,0.0,0.0,1
-0.551965,1.0270267,-2.5777779,3.2727268,0.8553483,-1.0833333,0.47311768,0.4,0.8181819,7
-0.07936723,-0.42162192,0.059259206,-0.18181826,0.5408821,-0.041666627,-0.23655935,0.0,1.5454546,1
0.5520101,-0.5621625,-1.2074075,1.1590908,-0.113203205,0.08333337,1.6021497,0.0,0.0,5
-0.23436092,0.2486481,0.0,0.81818175,-0.32704747,0.125,-0.6559144,0.0,0.0,2
0.7561745,1.4162164,-2.5777779,-1.7954544,0.8805109,-1.1666666,2.8172033,0.0,0.0,6
-0.7637011,0.043243192,-0.022222202,-0.31818175,-0.050315734,0.0,-0.032258794,0.0,0.0,1
-0.58977824,0.68108106,-1.2592593,0.9999997,0.40251628,-1.1666666,0.07526846,0.76,0.0,7
-0.049125653,-0.1081085,0.09629621,-0.68181825,0.57861656,0.020833313,-0.3870973,0.0,0.0,1
-0.65404725,-0.2486481,0.059259206,0.43181798,0.4150976,0.33333337,-0.7526882,0.0,0.0,2
0.2722192,-0.2486481,0.10370361,-0.659091,-0.55346346,0.16666663,0.569892,0.0,1.3636364,2
-0.60109067,0.18378383,-0.059259206,-0.2954545,-0.113203205,0.062499937,-0.3010759,0.0,0.0,3
0.1588246,0.086486384,0.27407402,-0.22727275,0.0,-0.08333337,-0.5161294,0.0,0.0,2
-1.7126374,-0.2486481,-2.5777779,3.8409085,-2.8930826,11.770833,-1.7634406,0.0,0.0,5
-0.21926266,1.0594587,-2.5777779,1.6590905,0.7295637,-1.1666666,0.021504836,1.67,0.0,7
2.083198,0.5081083,0.1777778,-1.9090908,-1.295599,-0.9791666,1.569892,0.0,1.4545454,1
0.11722553,0.49729723,0.3333334,0.43181798,-1.2201301,-0.041666627,-0.41935506,0.0,1.3636364,2
3.810979,-0.65945894,-2.5777779,-1.5454544,-0.9559797,-1.0416666,6.236556,0.0,0.0,2
1.4442492,-2.3999999,-1.3111112,0.47727248,0.8301952,0.041666627,3.2473102,0.0,0.0,5
-0.018884081,-0.29189232,0.044444405,-0.31818175,0.27673173,0.18749994,-0.07526949,0.0,0.0,1
-0.022669911,-0.48648617,0.13333338,-0.18181826,0.28931308,0.08333337,-0.043010697,0.0,0.0,1
2.2533352,2.7459455,-1.2222223,-0.090909265,-2.9559798,-0.5208333,0.010751905,1.68,0.0,7
0.23440598,1.2324326,-2.5777779,1.0681818,0.10063147,1.7708331,-2.2903225,2.88,0.0,7
0.07562646,-0.064865306,0.31111118,-0.11363651,-0.5660352,-0.020833313,-0.17204382,0.0,2.5454545,2
-0.5746349,1.8378372,-2.5777779,2.0909088,0.65409493,-1.1666666,0.11827916,0.67,0.0,7
0.20795025,-0.41081086,0.0,-0.13636376,0.21383467,0.08333337,-0.18279572,0.0,0.0,1
1.0926627,-0.43243194,-1.3851852,1.8636363,-0.7547168,0.41666663,1.1827947,0.24,4.6363635,5
-0.44231117,0.33513552,0.06666661,0.27272725,-0.4150976,0.16666663,-0.68817216,0.0,0.0,2
0.49531278,0.25945917,0.0,0.0,-1.0440298,-0.020833313,0.43010697,0.0,0.0,1
0.23819181,0.086486384,-0.10370379,0.43181798,-0.80503255,0.0,0.41935405,0.0,0.0,3
0.2609068,1.1567562,-0.162963,1.9772725,-1.9245312,1.875,-3.0215049,1.63,0.0,7
1.6786551,1.0378376,0.2518518,-1.9999998,-1.2704458,-0.93749994,1.0430096,0.0,0.0,1
-0.011312421,-0.043243192,0.15555559,-0.13636376,-0.21383467,0.020833313,-0.40860215,0.0,0.0,1
-0.31755903,1.8054051,-2.5777779,1.4545453,0.35220054,-1.1666666,-0.21505451,1.59,0.0,7
-0.052911483,-0.27027023,0.08888881,0.022727247,0.2641504,0.020833313,-0.21505451,0.0,1.0,1
-0.1890211,1.6216213,-2.5777779,1.4772725,0.3018848,-1.1666666,-0.07526949,1.59,0.7272727,7
-0.052911483,-0.5837836,-0.044444405,-0.340909,0.5283008,0.062499937,0.043010697,0.0,0.0,1
1.3232828,-0.30270234,-2.3333335,0.36363626,0.76729816,-0.8958333,2.870967,0.0,2.5454545,5
1.255228,0.42162192,0.748148,-0.56818175,-1.2578645,-1.0416666,0.16128986,0.0,0.0,1
0.46502614,0.22702703,0.2592592,-0.2045455,-0.28930348,0.020833313,-0.41935506,0.0,1.2727273,2
-0.54439336,0.11891852,0.07407401,0.31818175,-0.0754688,-0.22916669,-0.41935506,0.0,0.0,2
-0.5368217,-0.27027023,0.07407401,0.43181798,0.062897064,0.10416669,-0.6021508,0.0,0.0,2
-0.551965,0.9621623,-2.5777779,3.4772725,-0.21383467,-1.0,0.6236556,1.06,0.0,7
-0.7485578,-0.5729726,-0.0148148015,0.47727248,0.5283008,0.22916669,-0.54838717,0.0,2.1818182,1
-0.098296374,-1.135135,-0.1703704,-0.43181825,0.96856105,0.125,0.3225797,0.0,2.1818182,2
-0.083153054,-0.443243,0.0148148015,-0.47727275,0.61635095,0.0,-0.053763628,0.0,0.0,1
-0.60109067,0.086486384,0.037037004,-0.022727247,-0.13836586,0.0,-0.290323,0.0,0.0,3
0.19285199,-0.68108106,-0.5333334,-1.1818181,1.295599,-0.4375,0.8817198,0.0,1.8181819,2
0.1588246,-0.3135134,-0.3851852,0.18181798,0.17610027,0.08333337,0.20430055,0.14,0.0,2
0.5633676,0.85405385,0.07407401,0.045454495,-0.88050133,0.0,-0.32258075,0.0,0.0,1
-0.46502614,-0.22702703,-0.059259206,-0.2045455,0.28931308,-0.08333337,-0.02150586,0.0,0.0,3
-0.056697313,0.15135169,0.13333338,-0.36363626,0.012581333,0.020833313,-0.35483852,0.0,1.0,1
-0.29867497,0.086486384,0.044444405,0.590909,-0.3018848,0.25,-0.52688235,0.0,0.0,2
-0.446097,1.2216215,-2.5777779,1.340909,1.0440298,-1.1666666,-0.12903312,1.57,0.0,7
-0.62001985,-0.37837872,-0.029629603,0.22727275,0.35220054,-0.25,-0.35483852,0.0,0.0,2
-0.4687669,1.8270262,-2.5777779,1.181818,0.4150976,-1.1666666,0.07526846,1.38,0.0,7
0.5141969,0.8108106,-0.8074074,0.47727248,-0.5157195,-1.1666666,1.0430096,0.0,0.0,6
0.4877411,0.3567566,-0.096296385,-0.27272725,-0.88050133,0.062499937,0.33333266,0.0,0.0,1
0.26469263,-0.43243194,0.1407408,-0.25,-0.2641504,0.125,0.08602139,0.0,3.1818182,2
-0.3591581,-0.49729723,0.029629603,0.43181798,0.7295637,0.20833337,-0.7526882,0.0,0.0,2
-0.47633857,-1.1783783,0.029629603,0.0,0.13836586,0.020833313,-0.07526949,0.0,0.0,3
-0.21926266,-0.38918874,0.10370361,0.5,0.226416,0.10416669,-0.52688235,0.0,0.0,2
0.6351631,0.5837836,-0.7925926,-0.36363626,-0.025153069,-1.1666666,1.2580642,0.0,0.0,6
-0.38939968,-0.42162192,-2.5777779,1.090909,1.3836491,0.8541667,1.6881711,0.0,0.0,5
1.5425456,0.54054046,-1.8296298,0.022727247,-0.74213547,-0.47916663,2.7311819,0.0,0.0,2
-0.58977824,0.7243243,0.029629603,-0.22727275,0.12578453,-0.3958333,-0.7096775,0.0,1.2727273,2
0.2722192,-0.34594554,0.1925926,-0.5454545,-0.62893224,0.16666663,0.3870963,0.0,2.0,2
-0.0037407607,-0.74594533,0.029629603,0.18181798,0.46541333,0.020833313,-0.06451656,0.0,0.0,1
1.6143862,1.1999993,0.27407402,-1.0454545,-1.7861654,-0.8541666,0.5913968,0.0,0.0,1
0.5557959,0.97297233,-2.5777779,1.6818178,-0.050315734,-1.1666666,2.4516118,0.0,0.0,6
1.6710835,1.0162156,0.22222221,-0.9999999,-1.7861654,-0.68749994,0.5806449,0.0,3.3636365,3
-0.40449792,-0.43243194,0.022222202,0.2045455,0.28931308,0.25,-0.39785025,0.06,2.2727273,2
-0.13985036,1.8378372,-2.5777779,1.022727,0.2641504,-1.1666666,0.010751905,1.55,0.0,7
-0.8997656,1.2216215,-2.5777779,2.9772725,0.40251628,-1.0833333,0.51612836,0.64,0.0,7
1.7315667,0.99459445,0.2444444,-1.2954545,-1.7987467,-1.1666666,1.1720418,0.0,0.0,1
1.3308095,0.84324276,0.2074074,-1.7499999,-1.2452832,-0.93749994,1.1290311,0.0,0.0,3
-0.3931855,-0.11891852,-0.022222202,0.931818,-0.3773536,0.08333337,-0.23655935,0.0,1.5454546,3
0.22687939,1.3081079,-0.9185186,0.61363626,-0.5031477,-1.1666666,0.70967704,0.0,0.0,6
-0.7042616826067368,-0.4603865983463127,-0.029278976950785178,0.24058584303753744,0.5938006443122441,0.2562870061558554,-0.5763823583701154,0.0,2.1818182,1
0.0754134645223902,-0.06397826455118895,0.0,0.12610685037062438,-0.14771691150268312,0.05897421686473571,-0.18279572,0.0,0.0,1
-0.05396394838798909,-0.15305881860078138,0.10124445502607304,-0.08468228229729524,0.1942138905143106,0.020833313,-0.2539146363974665,0.0,1.0,1
-0.057558524523859775,-0.2689416086861907,0.08615782171334316,0.0688127154225292,0.24405480883924074,0.016992861000321845,-0.21241161961613664,0.0,0.977655528316735,1
-0.12857915565322153,-0.24877438681817263,0.044409793215561794,0.7720900780052525,-0.06258380198851003,-0.04163417845418211,-0.172052193212446,0.0,0.6358680217658551,1
-0.4783303934936014,-1.1566296758675958,0.028210381855951556,-0.004717301066597275,0.13434924485740654,0.021498572827948828,-0.07887477209500109,0.0,0.0,3
0.044406667415155227,0.086486384,-0.07120760965224121,0.3268662936196819,-0.6511033275310447,0.0,0.2554940009692589,0.0,0.0,3
1.0518949629506373,0.9430905059552289,0.21470095261526606,-0.7435900325400805,-1.4766663019841124,-0.8804488800633268,0.7807548466232246,0.0,0.1972026737415477,3
0.5842636923996564,0.3261787356406385,-0.0051635264253757085,-0.2592433378748986,-0.9444759917158048,-0.2969404320969441,0.6441346615873293,0.0,0.0,3
-0.47724158694869107,-0.05232643589761904,-0.00725880613140828,-0.21568117471536077,-0.1524498126822312,0.078750109929346,-0.10397739542204584,0.0,0.0,3
-0.60109067,0.10271609306787578,0.020974306191477145,-0.06821954050861845,-0.13416860111177256,0.010425307507769169,-0.2921166384335922,0.0,0.0,3
-0.49796617459086695,-0.9422275343111413,0.014219425426996469,-0.051221367019812045,0.09475267621300082,0.02805683283259862,-0.11441634002948392,0.0,0.0,3
-0.048716176469656536,-0.00030153455415582453,-0.02516058020804196,0.35195577064762923,-0.7270286523115651,0.05342171404074993,0.21739632141140888,0.0,0.49822318908057145,3
-0.5432199547310281,0.0734570545956023,-0.034961082343959324,-0.25817897659791017,-0.13154188948998133,0.07009312305755151,-0.20897807289178072,0.0,0.0,3
1.3363664411007756,0.9199402458080612,0.23277734648392845,-1.6110007057648223,-1.334522929557647,-0.9935629485046141,1.0869427920429977,0.0,0.0,3
1.3438670268265187,1.0234641192520417,0.26702090872605233,-1.4233839300490096,-1.4549759323069222,-1.0692350482634623,1.0301333070839223,0.0,0.0,3
-0.4760988765456463,0.23548813146243233,-0.019211183411075333,-0.3474399157170472,-0.09227972561540995,-0.1454417002913643,-0.23846967670446348,0.0,0.0,3
-0.3668820126330338,-0.74876745499413,0.05486070742366512,-0.051609219542374477,-0.06157849633937473,0.06814169844124694,0.08344251335664812,0.0,0.0,3
-0.45396427124267863,-1.1387712222332005,0.025454495470899074,0.013521642695308547,0.10882494968556104,0.020180953377212808,-0.05978119843657632,0.0,0.0,3
-0.0948011505078934,0.3932163472848224,0.10295859688767786,-0.5060256936487496,-0.028450934223153215,-0.7797847339939713,-0.04748425343251367,0.0,0.0,3
-0.11293756476576346,-0.02306548983499679,0.004783850794206436,0.1717080901915158,-0.6083512720466253,0.06977628867012076,0.20430055,0.0,0.0,3
-0.5473247388590241,0.02145182171889165,-0.059259206,-0.25953178719531106,0.045851200012323595,0.004873871322024943,-0.19060373271496328,0.0,0.0,3
0.09653898454578935,0.2726488377321004,-0.08617264084429493,0.6180282149816259,-1.0473764199042055,0.022361251878034026,0.22422915510210878,0.0,0.7581755114670116,3
-0.16393425873842676,0.36461863722562693,0.08080798840736939,-0.4772724989641052,-0.040023735323750684,-0.6647719694019654,-0.08211182930273181,0.0,0.0,3
0.9048995382603495,0.6667342756825708,0.12274869987931031,-1.0523901594461669,-1.1425971881464043,-0.6177621364228495,0.827068875264757,0.0,0.0,3
-0.24057182354002016,0.14198912579573475,-0.07835064486224538,0.01694977603312864,-0.41038266882791574,0.03565271246236707,0.008389126041316808,0.0,0.0,3
-0.5413137376901676,-0.5195934382760627,0.03348763121854954,-0.01183712887366912,-0.00576550061187342,0.009982609839758627,-0.18727672574680607,0.0,0.0,3
0.09914753731881386,0.27152950317737923,-0.08745091108265135,0.6266565053107778,-1.0517176413319316,0.021642228408714364,0.22497139060329394,0.0,0.7864135531089967,3
-0.60109067,0.1016128434630654,0.02206620284441948,-0.0651271033844901,-0.13445391887011054,0.009716624663248005,-0.2919947119785487,0.0,0.0,3
-0.36377242072528015,-0.29323316970699775,0.06471550340307883,-0.07368104020114889,-0.19476521940113709,0.07784586224344642,0.0793191258625423,0.0,0.0,3
0.6230379303233502,0.7658440955794579,0.21516590002656066,-0.8383776717412086,-0.7479156793308301,-1.042987156592117,0.4405092437015996,0.0,0.0,3
-0.5212546484169963,-0.057259920972367956,-0.059259206,-0.24211353828066523,0.12297369442243175,-0.02306792587486383,-0.13703785314531133,0.0,0.0,3
0.0718186165972754,0.3214832508042139,-0.04284392358333114,0.31213619078975197,-0.9417430990626856,0.007645785492356172,0.23643002882321473,0.0,0.0,3
-0.22012114686955853,0.2559714382538715,-0.054762659906651405,0.11843236454855499,-0.6095228224384776,0.04985340433732651,0.005704913124317368,0.0,0.0,3
0.20062567173458443,0.13721057516495708,-0.09961491731817243,0.48827237620637576,-0.8744654020221883,0.005749977346819619,0.3659350624375981,0.0,0.22581753514565037,3
0.936525904010703,0.7215303981774313,0.1854612304130057,-1.3931250115622738,-0.8800662963759425,-0.93749994,0.7945290979540636,0.0,0.0,3
0.15196817238111057,0.002512879885426464,-0.07432299716064536,0.3454284482540138,-0.7073270859918637,0.01721531000862467,0.3838128163202146,0.0,0.0,3
0.10090038851880395,0.27077735166343514,-0.08830986151079115,0.6324543980019733,-1.0546347819271702,0.02115907117147101,0.22547014546935676,0.0,0.8053884750233171,3
0.823661923735578,0.7814167276765775,0.14175051573920042,-0.4119973183669239,-1.3757278345830701,-0.6638773784971149,0.6474048093423329,0.0,0.34641942794715086,3
0.8157621051129745,0.62979333831514,0.10503073152860874,-0.9063894851309086,-1.1211063371708039,-0.5508451594762793,0.7638720965126704,0.0,0.0,3
-0.06449004644083775,0.09012173502860635,-0.014894067405768659,0.24628957322728232,-0.7203912141190417,0.06000965640963239,0.20430055,0.0,0.0,3
-0.4761792929911232,-1.1649834427786296,0.028378064327924998,-0.0028799643771683075,0.14049117009693485,0.0193666645705416,-0.0745125076210806,0.0,0.0,3
-0.346675840965309,-0.32058844329515457,0.0667094826867085,-0.07735178862525381,-0.19882827038587875,0.08345393493442671,0.10594841419906068,0.0,0.0,3
-0.60109067,0.11457207476490368,0.009240328063694063,-0.10145216328320489,-0.1311024571440406,0.018041109767752396,-0.29342691111628905,0.0,0.0,3
-0.4358829601309123,-1.0195923016169386,0.0389551266751861,-0.01907498738933039,0.0644655741681271,0.03831869378473425,-0.016608857473330768,0.0,0.0,3
-0.5519333493698783,-0.3529625700575513,-0.024233457459954134,-0.17903360136893634,-0.014074924283082602,0.046081619428249884,-0.2120991365089907,0.0,0.0,3
-0.3566847048722946,-0.09023565103251213,-0.027135485707936807,0.9100432629107222,-0.42741358087156467,0.07872717070623439,-0.20248339894550105,0.0,1.4918552409287753,3
-0.38210958333091716,0.1619290985014607,0.006021656364130469,0.120013906304412,-0.41487029333778325,0.01453844343014099,-0.11773747967721229,0.0,0.0,3
-0.026869771255239483,0.29258947132574986,-0.052481732784417326,0.328381457760716,-0.8612869216404966,0.04343829844189699,0.16132317271946772,0.0,0.0,3
0.2255031565629635,0.43077747148971157,0.0025786404402597385,0.15119673997936034,-1.0326780706122771,-0.1395367422247613,0.31717467547019607,0.0,0.0,3
-0.3701888446670174,-0.7617465851493864,0.05409844131217731,-0.050050034560341426,-0.05553790435966746,0.06671244752913694,0.07864760705315552,0.0,0.0,3
0.9763997152197408,-0.41939561940478076,-1.8269436276315134,0.7213952272727455,0.3712890316535292,-0.4554490429095907,2.3003111748339338,0.0,1.4006258173203299,5
1.2302551325589894,-0.25885805679119855,-1.7489096869699008,0.9076315930345475,-0.34681519273302586,-0.14717094882323373,2.515668684645367,0.0,0.0,5
0.812185204868527,-0.7450896471104322,-2.475643579228831,0.6668163995664018,1.1380248007335065,-0.36124853733633644,3.141072461439332,0.0,0.0,5
1.2603862404116075,-0.33808323488634484,-2.0747469065088726,0.7727282771244888,0.35220205768253066,-0.5378778136525126,2.4105551379705243,0.06545472099445898,3.1157039384158467,5
-0.6570901198051426,-0.7640528982402938,-2.123039641762683,2.7425442080461995,-1.9155129059973535,7.865949748543808,-0.2009611116226695,0.0,0.0,5
1.3363637245932565,-1.227969832357357,-1.2710964621633176,1.0727934125473482,-0.26678853336041736,0.07202341637968362,2.23167534086817,0.10309344614270413,1.991577878271872,5
1.0561076114970238,-1.2209468492230253,-1.195833416906854,0.8039764598307497,-0.0018307802785125088,-0.05772592785425011,2.3413980465549713,0.0,0.0,5
1.482295341932895,-1.7779141030550076,-1.186048143040504,0.5037461051271277,0.09232870244583516,-0.1769840885042563,2.9663933457999536,0.0,0.0,5
-0.15898914576250078,-0.4233025122051122,-2.392370102836468,1.2110419393523233,1.0512055834091192,0.7861502479140605,1.6096021761231087,0.03731187631724367,0.7207975894740954,5
-0.014912321052068744,-0.4243533946630127,-2.2764337079130366,1.286161649057839,0.8433270399020196,0.7436192304975118,1.560472646908833,0.060643173567028585,1.1715158185430674,5
1.758343011226395,-0.06881657523485124,-2.445853180513431,0.4368670943630102,0.0898634118648306,-0.7136281177476064,3.3510725709045057,0.0,1.373761767004379,5
0.7754341567308096,-0.5085514973022238,-1.2808739272959622,1.450243406611781,-0.3783079503445442,0.2210829511404694,1.4288517350769632,0.09917972024067642,1.9159718119336806,5
