RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
-0.65404725,-0.49729723,0.09629621,0.61363626,0.23899733,0.16666663,-0.569893,0.0,2.3636363,1
1.5198756,-1.8270262,-1.1851853,0.47727248,0.10063147,-0.1875,3.021504,0.0,0.0,5
-0.6313323,1.7297298,-2.5777779,2.340909,0.62893224,-1.1666666,0.17204279,0.64,0.8181819,7
1.1304308,0.32432446,-1.0296298,0.7272725,-0.7547168,-0.06250006,1.0430096,0.27,1.5454546,2
-0.098296374,0.05405425,0.08888881,-0.47727275,0.38993493,0.041666627,-0.46236578,0.0,0.0,1
6.13985,-1.0270267,-2.5777779,-0.7954545,-3.295599,-0.9166666,8.161288,0.0,2.1818182,2
-0.551965,1.0270267,-2.5777779,3.2727268,0.8553483,-1.0833333,0.47311768,0.4,0.8181819,7
-0.07936723,-0.42162192,0.059259206,-0.18181826,0.5408821,-0.041666627,-0.23655935,0.0,1.5454546,1
0.5520101,-0.5621625,-1.2074075,1.1590908,-0.113203205,0.08333337,1.6021497,0.0,0.0,5
-0.23436092,0.2486481,0.0,0.81818175,-0.32704747,0.125,-0.6559144,0.0,0.0,2
0.7561745,1.4162164,-2.5777779,-1.7954544,0.8805109,-1.1666666,2.8172033,0.0,0.0,6
-0.7637011,0.043243192,-0.022222202,-0.31818175,-0.050315734,0.0,-0.032258794,0.0,0.0,1
-0.58977824,0.68108106,-1.2592593,0.9999997,0.40251628,-1.1666666,0.07526846,0.76,0.0,7
-0.049125653,-0.1081085,0.09629621,-0.68181825,0.57861656,0.020833313,-0.3870973,0.0,0.0,1
-0.65404725,-0.2486481,0.059259206,0.43181798,0.4150976,0.33333337,-0.7526882,0.0,0.0,2
0.2722192,-0.2486481,0.10370361,-0.659091,-0.55346346,0.16666663,0.569892,0.0,1.3636364,2
-0.60109067,0.18378383,-0.059259206,-0.2954545,-0.113203205,0.062499937,-0.3010759,0.0,0.0,3
0.1588246,0.086486384,0.27407402,-0.22727275,0.0,-0.08333337,-0.5161294,0.0,0.0,2
-1.7126374,-0.2486481,-2.5777779,3.8409085,-2.8930826,11.770833,-1.7634406,0.0,0.0,5
-0.21926266,1.0594587,-2.5777779,1.6590905,0.7295637,-1.1666666,0.021504836,1.67,0.0,7
2.083198,0.5081083,0.1777778,-1.9090908,-1.295599,-0.9791666,1.569892,0.0,1.4545454,1
0.11722553,0.49729723,0.3333334,0.43181798,-1.2201301,-0.041666627,-0.41935506,0.0,1.3636364,2
3.810979,-0.65945894,-2.5777779,-1.5454544,-0.9559797,-1.0416666,6.236556,0.0,0.0,2
1.4442492,-2.3999999,-1.3111112,0.47727248,0.8301952,0.041666627,3.2473102,0.0,0.0,5
-0.018884081,-0.29189232,0.044444405,-0.31818175,0.27673173,0.18749994,-0.07526949,0.0,0.0,1
-0.022669911,-0.48648617,0.13333338,-0.18181826,0.28931308,0.08333337,-0.043010697,0.0,0.0,1
2.2533352,2.7459455,-1.2222223,-0.090909265,-2.9559798,-0.5208333,0.010751905,1.68,0.0,7
3.3950784,0.7999996,0.162963,-1.4545454,-1.522015,-1.125,1.3118268,0.0,0.90909094,1
0.23440598,1.2324326,-2.5777779,1.0681818,0.10063147,1.7708331,-2.2903225,2.88,0.0,7
0.07562646,-0.064865306,0.31111118,-0.11363651,-0.5660352,-0.020833313,-0.17204382,0.0,2.5454545,2
-0.5746349,1.8378372,-2.5777779,2.0909088,0.65409493,-1.1666666,0.11827916,0.67,0.0,7
0.20795025,-0.41081086,0.0,-0.13636376,0.21383467,0.08333337,-0.18279572,0.0,0.0,1
1.0926627,-0.43243194,-1.3851852,1.8636363,-0.7547168,0.41666663,1.1827947,0.24,4.6363635,5
-0.44231117,0.33513552,0.06666661,0.27272725,-0.4150976,0.16666663,-0.68817216,0.0,0.0,2
0.49531278,0.25945917,0.0,0.0,-1.0440298,-0.020833313,0.43010697,0.0,0.0,1
0.23819181,0.086486384,-0.10370379,0.43181798,-0.80503255,0.0,0.41935405,0.0,0.0,3
0.2609068,1.1567562,-0.162963,1.9772725,-1.9245312,1.875,-3.0215049,1.63,0.0,7
1.6786551,1.0378376,0.2518518,-1.9999998,-1.2704458,-0.93749994,1.0430096,0.0,0.0,1
-0.011312421,-0.043243192,0.15555559,-0.13636376,-0.21383467,0.020833313,-0.40860215,0.0,0.0,1
-0.31755903,1.8054051,-2.5777779,1.4545453,0.35220054,-1.1666666,-0.21505451,1.59,0.0,7
-0.052911483,-0.27027023,0.08888881,0.022727247,0.2641504,0.020833313,-0.21505451,0.0,1.0,1
-0.1890211,1.6216213,-2.5777779,1.4772725,0.3018848,-1.1666666,-0.07526949,1.59,0.7272727,7
-0.052911483,-0.5837836,-0.044444405,-0.340909,0.5283008,0.062499937,0.043010697,0.0,0.0,1
1.3232828,-0.30270234,-2.3333335,0.36363626,0.76729816,-0.8958333,2.870967,0.0,2.5454545,5
1.255228,0.42162192,0.748148,-0.56818175,-1.2578645,-1.0416666,0.16128986,0.0,0.0,1
0.46502614,0.22702703,0.2592592,-0.2045455,-0.28930348,0.020833313,-0.41935506,0.0,1.2727273,2
-0.54439336,0.11891852,0.07407401,0.31818175,-0.0754688,-0.22916669,-0.41935506,0.0,0.0,2
-0.5368217,-0.27027023,0.07407401,0.43181798,0.062897064,0.10416669,-0.6021508,0.0,0.0,2
-0.551965,0.9621623,-2.5777779,3.4772725,-0.21383467,-1.0,0.6236556,1.06,0.0,7
-0.7485578,-0.5729726,-0.0148148015,0.47727248,0.5283008,0.22916669,-0.54838717,0.0,2.1818182,1
-0.098296374,-1.135135,-0.1703704,-0.43181825,0.96856105,0.125,0.3225797,0.0,2.1818182,2
0.5293402,0.69189215,0.037037004,-0.068181746,-1.2201301,-0.10416669,0.19354762,0.11,0.0,1
-0.083153054,-0.443243,0.0148148015,-0.47727275,0.61635095,0.0,-0.053763628,0.0,0.0,1
-0.60109067,0.086486384,0.037037004,-0.022727247,-0.13836586,0.0,-0.290323,0.0,0.0,3
0.19285199,-0.68108106,-0.5333334,-1.1818181,1.295599,-0.4375,0.8817198,0.0,1.8181819,2
0.1588246,-0.3135134,-0.3851852,0.18181798,0.17610027,0.08333337,0.20430055,0.14,0.0,2
0.5633676,0.85405385,0.07407401,0.045454495,-0.88050133,0.0,-0.32258075,0.0,0.0,1
-0.46502614,-0.22702703,-0.059259206,-0.2045455,0.28931308,-0.08333337,-0.02150586,0.0,0.0,3
-0.056697313,0.15135169,0.13333338,-0.36363626,0.012581333,0.020833313,-0.35483852,0.0,1.0,1
-0.29867497,0.086486384,0.044444405,0.590909,-0.3018848,0.25,-0.52688235,0.0,0.0,2
-0.446097,1.2216215,-2.5777779,1.340909,1.0440298,-1.1666666,-0.12903312,1.57,0.0,7
-0.62001985,-0.37837872,-0.029629603,0.22727275,0.35220054,-0.25,-0.35483852,0.0,0.0,2
-0.4687669,1.8270262,-2.5777779,1.181818,0.4150976,-1.1666666,0.07526846,1.38,0.0,7
0.5141969,0.8108106,-0.8074074,0.47727248,-0.5157195,-1.1666666,1.0430096,0.0,0.0,6
0.4877411,0.3567566,-0.096296385,-0.27272725,-0.88050133,0.062499937,0.33333266,0.0,0.0,1
0.26469263,-0.43243194,0.1407408,-0.25,-0.2641504,0.125,0.08602139,0.0,3.1818182,2
-0.3591581,-0.49729723,0.029629603,0.43181798,0.7295637,0.20833337,-0.7526882,0.0,0.0,2
-0.47633857,-1.1783783,0.029629603,0.0,0.13836586,0.020833313,-0.07526949,0.0,0.0,3
-0.21926266,-0.38918874,0.10370361,0.5,0.226416,0.10416669,-0.52688235,0.0,0.0,2
0.6351631,0.5837836,-0.7925926,-0.36363626,-0.025153069,-1.1666666,1.2580642,0.0,0.0,6
-0.38939968,-0.42162192,-2.5777779,1.090909,1.3836491,0.8541667,1.6881711,0.0,0.0,5
1.5425456,0.54054046,-1.8296298,0.022727247,-0.74213547,-0.47916663,2.7311819,0.0,0.0,2
-0.58977824,0.7243243,0.029629603,-0.22727275,0.12578453,-0.3958333,-0.7096775,0.0,1.2727273,2
0.2722192,-0.34594554,0.1925926,-0.5454545,-0.62893224,0.16666663,0.3870963,0.0,2.0,2
-0.0037407607,-0.74594533,0.029629603,0.18181798,0.46541333,0.020833313,-0.06451656,0.0,0.0,1
1.6143862,1.1999993,0.27407402,-1.0454545,-1.7861654,-0.8541666,0.5913968,0.0,0.0,1
0.5557959,0.97297233,-2.5777779,1.6818178,-0.050315734,-1.1666666,2.4516118,0.0,0.0,6
1.6710835,1.0162156,0.22222221,-0.9999999,-1.7861654,-0.68749994,0.5806449,0.0,3.3636365,3
-0.40449792,-0.43243194,0.022222202,0.2045455,0.28931308,0.25,-0.39785025,0.06,2.2727273,2
-0.13985036,1.8378372,-2.5777779,1.022727,0.2641504,-1.1666666,0.010751905,1.55,0.0,7
-0.8997656,1.2216215,-2.5777779,2.9772725,0.40251628,-1.0833333,0.51612836,0.64,0.0,7
1.7315667,0.99459445,0.2444444,-1.2954545,-1.7987467,-1.1666666,1.1720418,0.0,0.0,1
1.3308095,0.84324276,0.2074074,-1.7499999,-1.2452832,-0.93749994,1.1290311,0.0,0.0,3
-0.3931855,-0.11891852,-0.022222202,0.931818,-0.3773536,0.08333337,-0.23655935,0.0,1.5454546,3
0.22687939,1.3081079,-0.9185186,0.61363626,-0.5031477,-1.1666666,0.70967704,0.0,0.0,6
-0.07045691062686651,-0.05580762426269442,0.09928250214002719,-0.5077307907166756,0.49748129970326116,0.004035419309197201,-0.46079135758306133,0.0,0.0,1
1.6666291048957602,1.108423090275021,0.2608641649493942,-1.1569126882133978,-1.7917745556134768,-0.9934893352667473,0.8502673587806733,0.0,0.0,1
0.025335692490763798,-0.06594020101246054,-0.43779253989180794,-0.1204586499677737,0.2528355186481858,-0.0916698252228249,0.38496281880488814,0.0,0.8363591492416892,1
-1.4763588800866714,-0.41513203446943225,-0.010809241363822188,-0.06347848203133366,0.3786629961774236,0.17283843696225198,-0.3972093610968532,0.0,2.5259325218125896,1
-0.07313353783412037,-0.3315764608220802,0.029612924334549803,-0.22717031651419212,0.29352252571383214,0.12492959543395007,-0.11115191887431503,0.0,0.0,1
-0.4660519466039119,-0.31329518064544004,-0.05119880454018405,-0.1859973963034055,0.2756252467830744,-0.07388757706877305,-0.02638112435118513,0.0,0.0,3
0.3606620908774489,0.2817408748827349,0.02719242166720444,-0.7696186784823202,-0.21885506938024588,-0.5961183160040513,0.1699161834133143,0.11118300275999746,2.017140039301079,3
1.3458586274368722,1.050952400444475,0.2761134652217428,-1.3735667959356428,-1.4869593376789858,-1.0893279590809724,1.0150489111373449,0.0,0.0,3
0.07852265109707796,0.28037967790795015,-0.07734408920832742,0.5584357247434257,-1.0173931687982993,0.02732728772544859,0.21910280212006103,0.0,0.5631455395141212,3
-0.09846322190825715,-0.08956075131896102,-0.004137145064800424,0.258132192249935,-0.6183054704008014,0.0641723374744545,0.21462190474539275,0.0,0.39267165830349854,3
-0.1429971164384019,-0.09329317851971425,0.016993132495180155,0.12543356425811608,-0.538835421811785,0.07583605390170259,0.20430055,0.0,0.0,3
0.12724267599979727,0.2362969672132827,-0.09162757178771958,0.5985523492702142,-1.010097940235176,0.016982182268592116,0.26158456176190614,0.0,0.6669373303546589,3
-0.5972962884413471,0.0480150538086761,0.036811705141287815,-0.02203598932260818,-0.12994896172684606,0.00063365296979246,-0.28378206744281176,0.0,0.0,3
0.0850864344253201,0.2775631470081418,-0.08056054277839791,0.5801467013429351,-1.028316787874051,0.025518041499211365,0.2209704557319371,0.0,0.634199646169961,3
0.02489748482459156,0.3105511181104544,-0.040647905300868564,0.32998750594048076,-0.8752628360179131,-0.01757398668845933,0.1919401504859817,0.0,0.0,3
-0.2286606024194719,-0.3681828233986063,0.05537664773885646,-0.035932655639694444,-0.27601251746115696,0.09321120321551826,0.22691829639480762,0.0,0.0,3
0.0716909282627122,0.2833111821182012,-0.07399633712672224,0.5358384866607708,-1.0060236378217624,0.029210389000835314,0.21715890921731396,0.0,0.4891909406736134,3
0.32355340285852496,0.14560855477613377,-0.07939799028838154,0.2613617890847586,-0.83942746881282,-0.07324289997828204,0.4747981124177877,0.0,0.0,3
1.4884111712817862,0.9157647415566962,0.20059071236950976,-0.8290485005203152,-1.6614961188977315,-0.6192869717331372,0.5083284512300377,0.0,3.2027410344834872,3
0.08726955127431935,0.2766263677520926,-0.08163033646775257,0.5873677804755564,-1.031949987762553,0.024916285511396852,0.22159163803858598,0.0,0.6578322692584652,3
-0.5867283360040398,0.15640296923664904,-0.053228906118596826,-0.2862034735613811,-0.11775449334104571,0.06438441127589503,-0.2782190932872679,0.0,0.0,3
1.560382047029861,0.9599422887497387,0.21740250296250507,-1.2439976480724484,-1.610200014970038,-0.7688325226908161,0.7590515638320097,0.0,2.2693435248876113,3
0.15498492042871953,0.19883762284801085,-0.09464716631129175,0.5568613016682742,-0.9588224234762422,0.012735877367907348,0.3010339882542227,0.0,0.5001731766350093,3
-0.46809575692751,-0.48517527599136623,-0.03513931374231524,-0.14904227662129257,0.24835369800403875,-0.05506784142485166,-0.03609456894514998,0.0,0.0,3
0.3707932790692361,0.3980226921027856,-0.03560731095726774,0.35611582818338217,-1.1815485136205837,-0.10047760425929664,0.2865769419335433,0.0,1.2541227951366793,3
-0.5525491962775003,-0.02536056940756451,0.0026830107345155244,-0.08759151361136666,0.014210024601787968,-0.029729456972087752,-0.19442159103274367,0.0,0.0,3
1.0911591006221402,0.6973172525683835,0.1535493389689599,-0.45728558545819453,-1.3903815477252037,-0.4709462620044492,0.35106402471180626,0.0,2.8528464594010297,3
0.07190913782985098,0.12827274042336378,0.008264698503649727,-0.1179022423212408,-0.27956617242547577,-0.33586188862928534,0.014220241640685138,0.06859558752626273,1.8364661668155176,3
1.1432662026234486,0.7853495635802532,0.19696857614073493,-1.5802502730580845,-1.0715656447680821,-0.93749994,0.9699232672600963,0.0,0.0,3
0.2632381371412069,0.5136915605349088,0.14798544480368564,-0.7837172169388329,-0.25641348412273224,-0.93749994,0.22332576040258778,0.0,0.0,3
-0.4514956082006618,-0.2415342043062942,-0.04931912892330608,-0.1960738455354043,0.2518030913714716,-0.06935511983700435,-0.004671846787481761,0.0,0.0,3
0.01745098934613387,0.4378189283278535,0.13430471732051455,-0.5612497801977552,-0.028745830734631772,-0.93749994,0.014805056394287641,0.0,0.0,3
-0.3274444268233532,-0.5939771439131264,0.06395156383024174,-0.0702042043768537,-0.13361915703601046,0.08518707749607637,0.14062701104205727,0.0,0.0,3
-0.3343501785614288,-0.9270298522704344,0.0031341669387413493,0.08580900419440962,-0.049102198001404584,0.016693407008590264,0.02301996385394499,0.0,0.0,3
1.3247759371445,0.8390638626576951,0.20568940757035667,-1.73795164612427,-1.242852084346958,-0.9323229555279499,1.1251121802099673,0.0,0.0,3
-0.22631869417527478,-0.28795615572409067,0.050835839979239184,-0.0028340344002598106,-0.34614557791902467,0.09263301765249712,0.20430055,0.0,0.0,3
-0.34005157558478655,-0.643459495293462,0.06104545848090244,-0.06425988158903914,-0.110589671137523,0.07973812252007212,0.12234664589377206,0.0,0.0,3
-0.5150344491461429,-0.05120732424285096,0.04707376714322294,-0.041204085146500376,-0.15881736654647666,0.028228426318896563,-0.15628356343187969,0.0,0.0,3
0.043788518961531554,0.29528415472345676,-0.06032330748477849,0.4435458979031066,-0.9595877219391713,0.036901430311397164,0.20921958018931713,0.0,0.18714246233483423,3
0.17604743106187634,0.086486384,-0.09328268692349065,0.39816133696939193,-0.7556694471162312,0.0,0.36680625998907335,0.0,0.0,3
0.9537158905564795,0.7731011506686154,0.1624142295678794,-0.603384866977476,-1.3214885204623963,-0.7484566072627306,0.7642648468833965,0.0,0.0,3
-0.046217622785322376,0.2776496005239532,-0.041552342298861115,0.3389625222020584,-0.838996493577749,0.03683875411592562,0.146988984442519,0.0,0.0,3
-0.11059414582878557,0.03647745219972287,0.011241400566654958,0.6673587476577946,-0.5702151090060386,-0.022191069359976612,-0.12468688781509507,0.0,1.7943574732450043,3
0.2986333775453566,0.32728469513081476,-0.03866205034705888,-0.1170401710045097,-0.7201756890801728,-0.3009328501184604,0.2582108349788784,0.05650528097586631,1.331866248535938,3
-0.347331072314903,-0.6720311114366408,0.05936744350795274,-0.06082756877069393,-0.09729221027094379,0.07659184014639882,0.11179137595602388,0.0,0.0,3
-0.4842676076707171,-1.0979855873499076,0.030100405187467042,-0.0014445063258629797,0.12077724840498619,0.01950918199472763,-0.08893793631881888,0.0,0.0,3
0.05000529062855551,0.2926165271340623,-0.0633697147811125,0.464109066648562,-0.9699338351753134,0.03518783464324859,0.2109884953831152,0.0,0.2544401068477318,3
0.9998176490231688,0.6470889159124918,0.14273296405496516,-0.37180493772726586,-1.3280432987655189,-0.4368378035253267,0.3149037072106237,0.0,2.7723940697090974,3
-0.1431960472604581,0.24423888135287103,-0.02781682023151212,0.2757478749200103,-0.7165431588474747,0.030400228489707595,0.07055739803150635,0.0,0.0,3
-0.48599377217281425,-0.0356409608860937,-0.010933578040618452,-0.22131860780435786,-0.1496763276358294,0.07760174031773776,-0.11790598154447426,0.0,0.0,3
-0.30400190689248086,-0.39967409604823856,0.05903572224388174,-0.10372598428960206,-0.15708601519860793,0.08301907246582581,0.17883246430741445,0.0,0.0,3
-0.30473260529509316,0.23993892530002053,-0.055761320691140454,0.026510126399771405,-0.4992926750723471,0.05266213707747431,-0.062429597484638416,0.0,0.0,3
0.0785866722527897,-0.425035367298743,-2.201196512517305,1.3349107608524324,0.7084237715473924,0.7160186269953804,1.5285899236998184,0.07578407363708234,1.4640104703845034,5
-0.47787756529704706,-0.3295410154850399,-2.052855249079356,2.970607210368012,-1.9518755606025224,6.773268357910183,-0.46664778556135755,0.10563659849750431,2.040706956408266,5
2.1678513272488673,-0.11255409406849637,-2.423196131795339,0.5171800301039245,-0.5171216763486713,-0.4338959609665948,3.8326178971098535,0.0,0.0,5
1.420631015254123,-1.0575123190036844,-1.7647970219741835,0.41990629229632453,0.4371802083716919,-0.5450830051770806,2.9455094465174203,0.0,1.2850042058611717,5
0.7798363713497976,-0.7193135695548626,-2.534219105441106,0.6747839820664567,1.2067208154577895,-0.36067145089940367,3.1538637284978126,0.0,0.0,5
