RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.25712097,-0.11891852,-0.47407418,-0.15909101,0.088050134,-0.020833313,0.50537544,0.0,0.0,1
0.2835767,0.0,0.2074074,-0.068181746,-0.47798505,0.041666627,-0.19354865,0.0,0.0,2
1.5236615,0.2486481,0.1925926,-1.0227273,-0.96855146,-0.7916666,1.0860204,0.0,0.6363636,1
0.13989544,-0.27027023,0.237037,-0.61363626,0.36478186,0.0,-0.23655935,0.0,1.0909091,2
-0.9640346,1.7297298,-2.5777779,2.431818,1.1823957,-1.1666666,-0.22580642,0.56,0.0,7
-0.3591581,-0.41081086,0.059259206,0.65909076,0.452832,0.18749994,-0.6559144,0.0,0.0,2
-0.4687669,0.16216172,0.0074074008,0.38636348,-0.16351894,0.22916669,-0.5591401,0.0,0.90909094,2
0.03781323,-0.043243192,-0.06666661,-0.045454495,-0.025153069,0.062499937,-0.01075293,0.0,0.0,1
1.807193,1.7405398,-0.9481482,1.613636,-3.1698143,0.41666663,1.2473112,0.0,0.0,7
-0.43099874,-0.54054046,-0.4666668,0.2045455,0.61635095,0.020833313,0.20430055,0.11,2.0,2
-0.22683433,-0.27027023,-0.0074074008,0.9999997,-0.0754688,0.20833337,-0.45161283,0.0,0.0,2
-0.6842888,-0.14054063,-0.051851805,0.52272725,0.6037792,-1.0208333,-0.22580642,0.0,1.7272727,2
-2.0944655,-0.28108126,-0.0074074008,-0.52272725,0.25157866,0.125,-0.26881713,0.0,2.8181818,1
-0.75612944,-0.010811056,0.0074074008,0.27272725,0.59119785,-0.375,-0.6129037,0.0,0.0,2
-0.66914546,-0.42162192,0.029629603,1.7499994,-0.1509376,0.2708333,-0.6774198,0.0,0.0,2
0.10208221,0.27027023,-0.08888899,0.6363635,-1.0566016,0.020833313,0.22580642,0.0,0.8181819,3
1.5425456,-0.05405425,0.1481482,-0.4545455,-0.0377344,-0.041666627,-0.08602139,0.0,0.0,2
-0.67671716,-0.2486481,0.07407401,0.36363626,0.42767894,0.2708333,-0.68817216,0.0,0.0,2
0.5368668,0.70270216,0.1851852,-0.38636374,-0.8301856,-1.0416666,0.3118278,0.0,0.0,1
-0.030241571,-0.47567514,0.044444405,-0.27272725,0.57861656,0.041666627,-0.22580642,0.0,0.0,1
0.37808725,-0.064865306,-0.08148158,-0.38636374,-0.0754688,0.020833313,0.24731125,0.0,1.4545454,1
0.4499279,1.8810804,-2.0000002,0.8863635,-0.35220054,-1.1666666,1.4516118,0.0,0.0,6
-0.36294395,0.05405425,0.11851859,0.40909073,-0.31446612,0.18749994,-0.6129037,0.0,2.6363635,2
2.0075717,0.064865306,0.07407401,-1.2045454,-0.99371415,-0.9166666,1.6881711,0.0,0.27272728,1
1.7126825,1.2756758,-2.5777779,-0.7954545,-0.13836586,-0.9583333,3.139784,0.0,0.7272727,2
0.09076978,-0.043243192,0.0,0.13636349,-0.17610027,0.062499937,-0.18279572,0.0,0.0,1
3.614386,0.59459466,-0.2444444,-1.5681816,-2.7798796,-1.0,3.268816,0.0,0.0,2
-0.10203714,0.021622112,0.10370361,-0.25,0.3773632,-0.020833313,-0.569893,0.0,0.0,1
0.0,0.43243194,0.13333338,-0.5454545,-0.012581333,-0.93749994,0.0,0.0,0.0,3
0.7561745,-0.65945894,-2.5777779,0.681818,1.2201301,-0.375,3.1505358,0.0,0.0,5
0.0340274,-0.043243192,-0.49629638,-0.13636376,0.25157866,-0.10416669,0.45161283,0.0,0.8181819,1
-0.18144943,-0.41081086,0.0,-0.045454495,0.32704747,0.0,-0.18279572,0.0,0.0,1
0.064314045,-0.5621625,-0.037037004,-0.36363626,0.21383467,0.125,0.17204279,0.0,2.7272727,1
-0.5708491,-0.25945917,0.0148148015,0.2954545,0.13836586,0.08333337,-0.5161294,0.0,0.0,2
-0.14742203,-0.97297233,-0.562963,0.6363635,0.1132128,0.29166663,0.67741823,0.0,0.0,2
-0.9867496,2.0540533,-2.5777779,2.0454543,0.905664,-1.1666666,-0.27957004,0.63,0.0,7
0.09076978,-0.49729723,0.0148148015,-0.52272725,0.31446612,0.16666663,0.18279572,0.0,0.0,1
-0.6616189,-0.17297277,0.029629603,0.45454523,0.1132128,0.25,-0.5913979,0.0,0.8181819,2
-0.6653597,0.0,-0.022222202,0.18181798,0.4905664,0.10416669,-0.79569894,0.0,0.0,2
-0.18523526,0.14054063,0.0148148015,-0.4545455,0.088050134,-0.125,-0.18279572,0.0,0.0,1
2.423427,0.6270268,-0.4296296,-0.409091,-2.0503156,-1.0,2.3548374,0.0,0.0,2
-0.12853795,-0.2486481,0.044444405,0.77272725,-0.06288747,-0.041666627,-0.17204382,0.0,0.6363636,1
0.05295655,-0.60540575,0.044444405,-0.022727247,0.21383467,0.020833313,0.16128986,0.0,0.0,1
-0.4007121,-0.34594554,0.044444405,0.61363626,0.226416,0.16666663,-0.6129037,0.0,1.9090909,2
-0.38561386,-0.33513552,0.09629621,-0.2045455,-0.0377344,0.0,0.0,0.0,0.0,2
0.22687939,-0.010811056,0.31111118,0.13636349,-0.5660352,-0.020833313,-0.3118278,0.0,0.90909094,2
-0.6653597,-0.17297277,0.08148141,0.38636348,0.40251628,0.22916669,-0.8279572,0.0,0.0,2
-0.056697313,0.2486481,0.1925926,-0.409091,0.2641504,0.062499937,-0.6129037,0.0,0.0,1
-0.52172345,0.097297445,0.06666661,0.5,0.1132128,0.10416669,-0.76344115,0.0,0.0,2
2.2684333,0.20540491,-2.5777779,0.52272725,-0.7044011,-0.5,3.9139767,0.0,0.0,5
-0.060483143,-0.7351353,-0.0074074008,0.068181746,0.76729816,0.08333337,-0.053763628,0.0,0.54545456,1
0.16635118,0.19459489,0.3703704,-0.38636374,-0.36478186,0.041666627,-0.48387164,0.0,0.0,2
-0.4687669,0.20540491,0.09629621,0.43181798,-0.4905664,0.20833337,-0.6129037,0.0,0.0,2
0.056742385,-0.61621577,0.1407408,-0.43181825,0.4150976,0.10416669,0.10752623,0.0,0.0,1
-0.65404725,-0.49729723,0.09629621,0.61363626,0.23899733,0.16666663,-0.569893,0.0,2.3636363,1
1.5198756,-1.8270262,-1.1851853,0.47727248,0.10063147,-0.1875,3.021504,0.0,0.0,5
-0.6313323,1.7297298,-2.5777779,2.340909,0.62893224,-1.1666666,0.17204279,0.64,0.8181819,7
1.1304308,0.32432446,-1.0296298,0.7272725,-0.7547168,-0.06250006,1.0430096,0.27,1.5454546,2
-0.098296374,0.05405425,0.08888881,-0.47727275,0.38993493,0.041666627,-0.46236578,0.0,0.0,1
-0.551965,1.0270267,-2.5777779,3.2727268,0.8553483,-1.0833333,0.47311768,0.4,0.8181819,7
-0.07936723,-0.42162192,0.059259206,-0.18181826,0.5408821,-0.041666627,-0.23655935,0.0,1.5454546,1
0.5520101,-0.5621625,-1.2074075,1.1590908,-0.113203205,0.08333337,1.6021497,0.0,0.0,5
-0.23436092,0.2486481,0.0,0.81818175,-0.32704747,0.125,-0.6559144,0.0,0.0,2
0.7561745,1.4162164,-2.5777779,-1.7954544,0.8805109,-1.1666666,2.8172033,0.0,0.0,6
-0.7637011,0.043243192,-0.022222202,-0.31818175,-0.050315734,0.0,-0.032258794,0.0,0.0,1
-0.58977824,0.68108106,-1.2592593,0.9999997,0.40251628,-1.1666666,0.07526846,0.76,0.0,7
-0.049125653,-0.1081085,0.09629621,-0.68181825,0.57861656,0.020833313,-0.3870973,0.0,0.0,1
-0.65404725,-0.2486481,0.059259206,0.43181798,0.4150976,0.33333337,-0.7526882,0.0,0.0,2
0.2722192,-0.2486481,0.10370361,-0.659091,-0.55346346,0.16666663,0.569892,0.0,1.3636364,2
-0.60109067,0.18378383,-0.059259206,-0.2954545,-0.113203205,0.062499937,-0.3010759,0.0,0.0,3
0.1588246,0.086486384,0.27407402,-0.22727275,0.0,-0.08333337,-0.5161294,0.0,0.0,2
-1.7126374,-0.2486481,-2.5777779,3.8409085,-2.8930826,11.770833,-1.7634406,0.0,0.0,5
-0.21926266,1.0594587,-2.5777779,1.6590905,0.7295637,-1.1666666,0.021504836,1.67,0.0,7
2.083198,0.5081083,0.1777778,-1.9090908,-1.295599,-0.9791666,1.569892,0.0,1.4545454,1
0.11722553,0.49729723,0.3333334,0.43181798,-1.2201301,-0.041666627,-0.41935506,0.0,1.3636364,2
3.810979,-0.65945894,-2.5777779,-1.5454544,-0.9559797,-1.0416666,6.236556,0.0,0.0,2
1.4442492,-2.3999999,-1.3111112,0.47727248,0.8301952,0.041666627,3.2473102,0.0,0.0,5
-0.018884081,-0.29189232,0.044444405,-0.31818175,0.27673173,0.18749994,-0.07526949,0.0,0.0,1
-0.022669911,-0.48648617,0.13333338,-0.18181826,0.28931308,0.08333337,-0.043010697,0.0,0.0,1
2.2533352,2.7459455,-1.2222223,-0.090909265,-2.9559798,-0.5208333,0.010751905,1.68,0.0,7
0.23440598,1.2324326,-2.5777779,1.0681818,0.10063147,1.7708331,-2.2903225,2.88,0.0,7
0.07562646,-0.064865306,0.31111118,-0.11363651,-0.5660352,-0.020833313,-0.17204382,0.0,2.5454545,2
-0.5746349,1.8378372,-2.5777779,2.0909088,0.65409493,-1.1666666,0.11827916,0.67,0.0,7
0.20795025,-0.41081086,0.0,-0.13636376,0.21383467,0.08333337,-0.18279572,0.0,0.0,1
1.0926627,-0.43243194,-1.3851852,1.8636363,-0.7547168,0.41666663,1.1827947,0.24,4.6363635,5
-0.44231117,0.33513552,0.06666661,0.27272725,-0.4150976,0.16666663,-0.68817216,0.0,0.0,2
0.49531278,0.25945917,0.0,0.0,-1.0440298,-0.020833313,0.43010697,0.0,0.0,1
0.23819181,0.086486384,-0.10370379,0.43181798,-0.80503255,0.0,0.41935405,0.0,0.0,3
1.6786551,1.0378376,0.2518518,-1.9999998,-1.2704458,-0.93749994,1.0430096,0.0,0.0,1
-0.011312421,-0.043243192,0.15555559,-0.13636376,-0.21383467,0.020833313,-0.40860215,0.0,0.0,1
-0.31755903,1.8054051,-2.5777779,1.4545453,0.35220054,-1.1666666,-0.21505451,1.59,0.0,7
-0.052911483,-0.27027023,0.08888881,0.022727247,0.2641504,0.020833313,-0.21505451,0.0,1.0,1
-0.1890211,1.6216213,-2.5777779,1.4772725,0.3018848,-1.1666666,-0.07526949,1.59,0.7272727,7
-0.052911483,-0.5837836,-0.044444405,-0.340909,0.5283008,0.062499937,0.043010697,0.0,0.0,1
1.3232828,-0.30270234,-2.3333335,0.36363626,0.76729816,-0.8958333,2.870967,0.0,2.5454545,5
1.255228,0.42162192,0.748148,-0.56818175,-1.2578645,-1.0416666,0.16128986,0.0,0.0,1
0.46502614,0.22702703,0.2592592,-0.2045455,-0.28930348,0.020833313,-0.41935506,0.0,1.2727273,2
-0.54439336,0.11891852,0.07407401,0.31818175,-0.0754688,-0.22916669,-0.41935506,0.0,0.0,2
-0.5368217,-0.27027023,0.07407401,0.43181798,0.062897064,0.10416669,-0.6021508,0.0,0.0,2
-0.551965,0.9621623,-2.5777779,3.4772725,-0.21383467,-1.0,0.6236556,1.06,0.0,7
-0.7485578,-0.5729726,-0.0148148015,0.47727248,0.5283008,0.22916669,-0.54838717,0.0,2.1818182,1
-0.098296374,-1.135135,-0.1703704,-0.43181825,0.96856105,0.125,0.3225797,0.0,2.1818182,2
-0.083153054,-0.443243,0.0148148015,-0.47727275,0.61635095,0.0,-0.053763628,0.0,0.0,1
-0.60109067,0.086486384,0.037037004,-0.022727247,-0.13836586,0.0,-0.290323,0.0,0.0,3
0.19285199,-0.68108106,-0.5333334,-1.1818181,1.295599,-0.4375,0.8817198,0.0,1.8181819,2
0.1588246,-0.3135134,-0.3851852,0.18181798,0.17610027,0.08333337,0.20430055,0.14,0.0,2
0.5633676,0.85405385,0.07407401,0.045454495,-0.88050133,0.0,-0.32258075,0.0,0.0,1
-0.46502614,-0.22702703,-0.059259206,-0.2045455,0.28931308,-0.08333337,-0.02150586,0.0,0.0,3
-0.056697313,0.15135169,0.13333338,-0.36363626,0.012581333,0.020833313,-0.35483852,0.0,1.0,1
-0.29867497,0.086486384,0.044444405,0.590909,-0.3018848,0.25,-0.52688235,0.0,0.0,2
-0.446097,1.2216215,-2.5777779,1.340909,1.0440298,-1.1666666,-0.12903312,1.57,0.0,7
-0.62001985,-0.37837872,-0.029629603,0.22727275,0.35220054,-0.25,-0.35483852,0.0,0.0,2
-0.4687669,1.8270262,-2.5777779,1.181818,0.4150976,-1.1666666,0.07526846,1.38,0.0,7
0.5141969,0.8108106,-0.8074074,0.47727248,-0.5157195,-1.1666666,1.0430096,0.0,0.0,6
0.4877411,0.3567566,-0.096296385,-0.27272725,-0.88050133,0.062499937,0.33333266,0.0,0.0,1
0.26469263,-0.43243194,0.1407408,-0.25,-0.2641504,0.125,0.08602139,0.0,3.1818182,2
-0.3591581,-0.49729723,0.029629603,0.43181798,0.7295637,0.20833337,-0.7526882,0.0,0.0,2
-0.47633857,-1.1783783,0.029629603,0.0,0.13836586,0.020833313,-0.07526949,0.0,0.0,3
-0.21926266,-0.38918874,0.10370361,0.5,0.226416,0.10416669,-0.52688235,0.0,0.0,2
0.6351631,0.5837836,-0.7925926,-0.36363626,-0.025153069,-1.1666666,1.2580642,0.0,0.0,6
-0.38939968,-0.42162192,-2.5777779,1.090909,1.3836491,0.8541667,1.6881711,0.0,0.0,5
1.5425456,0.54054046,-1.8296298,0.022727247,-0.74213547,-0.47916663,2.7311819,0.0,0.0,2
-0.58977824,0.7243243,0.029629603,-0.22727275,0.12578453,-0.3958333,-0.7096775,0.0,1.2727273,2
0.2722192,-0.34594554,0.1925926,-0.5454545,-0.62893224,0.16666663,0.3870963,0.0,2.0,2
-0.0037407607,-0.74594533,0.029629603,0.18181798,0.46541333,0.020833313,-0.06451656,0.0,0.0,1
1.6143862,1.1999993,0.27407402,-1.0454545,-1.7861654,-0.8541666,0.5913968,0.0,0.0,1
0.5557959,0.97297233,-2.5777779,1.6818178,-0.050315734,-1.1666666,2.4516118,0.0,0.0,6
1.6710835,1.0162156,0.22222221,-0.9999999,-1.7861654,-0.68749994,0.5806449,0.0,3.3636365,3
-0.40449792,-0.43243194,0.022222202,0.2045455,0.28931308,0.25,-0.39785025,0.06,2.2727273,2
-0.13985036,1.8378372,-2.5777779,1.022727,0.2641504,-1.1666666,0.010751905,1.55,0.0,7
-0.8997656,1.2216215,-2.5777779,2.9772725,0.40251628,-1.0833333,0.51612836,0.64,0.0,7
1.7315667,0.99459445,0.2444444,-1.2954545,-1.7987467,-1.1666666,1.1720418,0.0,0.0,1
1.3308095,0.84324276,0.2074074,-1.7499999,-1.2452832,-0.93749994,1.1290311,0.0,0.0,3
-0.3931855,-0.11891852,-0.022222202,0.931818,-0.3773536,0.08333337,-0.23655935,0.0,1.5454546,3
0.22687939,1.3081079,-0.9185186,0.61363626,-0.5031477,-1.1666666,0.70967704,0.0,0.0,6
-0.7042616826067368,-0.4603865983463127,-0.029278976950785178,0.24058584303753744,0.5938006443122441,0.2562870061558554,-0.5763823583701154,0.0,2.1818182,1
0.0754134645223902,-0.06397826455118895,0.0,0.12610685037062438,-0.14771691150268312,0.05897421686473571,-0.18279572,0.0,0.0,1
-0.05396394838798909,-0.15305881860078138,0.10124445502607304,-0.08468228229729524,0.1942138905143106,0.020833313,-0.2539146363974665,0.0,1.0,1
-0.057558524523859775,-0.2689416086861907,0.08615782171334316,0.0688127154225292,0.24405480883924074,0.016992861000321845,-0.21241161961613664,0.0,0.977655528316735,1
-0.12857915565322153,-0.24877438681817263,0.044409793215561794,0.7720900780052525,-0.06258380198851003,-0.04163417845418211,-0.172052193212446,0.0,0.6358680217658551,1
-0.5771878368119596,-0.07721004640332985,-0.04222787447283062,-0.238844634289075,-0.0650019050141376,0.054516501346565695,-0.25781079303169835,0.0,0.0,3
-0.017465189633974088,0.086486384,-0.06083220626320709,0.2933572451437646,-0.6019566967767649,0.0,0.20317664890366133,0.0,0.0,3
1.2312933957459213,1.0701712412731001,0.27204231779318705,-1.0042324594804906,-1.5560071499296277,-1.0506809731148932,0.8855722200572379,0.0,0.07991355581475977,3
0.5832043911505784,0.3254450545171482,-0.005465151115498668,-0.257128048669262,-0.9440491653265557,-0.2960315186988345,0.6434466242322807,0.0,0.0,3
-0.42330603896402885,-0.1551510694132064,0.015387062479279089,-0.18094036026780277,-0.1695414797315806,0.08582696476101799,-0.018142154744766936,0.0,0.0,3
-0.60109067,0.17190982143525482,-0.04750738650935786,-0.26217134744981463,-0.11627401100020815,0.05487255501061011,-0.29976363506453757,0.0,0.0,3
-0.5381129294078922,-0.5038670653960137,-0.01438608278409086,-0.14630224638847028,0.013794667713718733,0.04146566312708809,-0.18708361038711863,0.0,0.0,3
0.08882151997695435,0.24647708219027115,-0.08328493343350067,0.6113536651642743,-1.0276200916324874,0.023699024594566954,0.22506686493540387,0.0,0.7900458344557605,3
-0.31232776515665195,-0.3667239700108066,0.0619834075835771,-0.10945734466650106,-0.20470944921557688,0.10038836559127731,0.15847321671514747,0.0,0.0,3
1.3476462385959538,1.075625197765442,0.28427471771974777,-1.3288521757494645,-1.5156668466299807,-1.1073628559418627,1.0015095326184154,0.0,0.0,3
1.3384752725631277,0.9490465595555249,0.2424051147782572,-1.5582512040643572,-1.3683889623210141,-1.0148385809190277,1.0709704888626552,0.0,0.0,3
-0.413724050426995,0.26129019993569824,0.0007740362289024236,-0.3733822690223527,-0.08183825300074904,-0.2492111007489486,-0.20722720722641214,0.0,0.0,3
-0.3760658514455313,-0.7848135069397166,0.052743717800911236,-0.04727900155527922,-0.04480237269487619,0.0641723374744545,0.0701259474834014,0.0,0.0,3
-0.08569746635094022,-0.4868637752789109,-0.043265133532817274,0.23607932847125074,-0.3773997482631058,0.00944352663012402,0.19514628372316184,0.0,0.0,3
-0.4899763814756758,0.22974754099150135,-0.02365760837671676,-0.34166811388138174,-0.09460280363748072,-0.12235449578842902,-0.245420678433642,0.0,0.0,3
-0.2741018875673533,-0.39959132801293923,0.07024392946272366,-0.07639283680299408,-0.23564195658226017,0.10226572731911646,0.20430055,0.0,0.0,3
-0.49562258670179693,-0.13464915177920753,-0.059259206,-0.22498795016106443,0.19880037944087706,-0.050540245994998186,-0.08437198556762027,0.0,0.0,3
0.09750945542294173,0.27223240698230666,-0.08664820110601706,0.6212382341810261,-1.048991502800149,0.022093750547725596,0.22450529210241704,0.0,0.7686810290569772,3
-0.06321829839711979,0.4062809594601426,0.1130779074423891,-0.5191613376069122,-0.02316400188316997,-0.8323273033638847,-0.03166495012538023,0.0,0.0,3
0.5509633630816858,0.520053654335465,0.05239632682392123,-0.4726682803652218,-1.057263907536196,-0.352056270338177,0.5761347237490368,0.0,0.0,3
-0.5355210842183044,0.17618239260095303,-0.06273147312407934,-0.2386357811533651,-0.16725290181158103,0.057617081610867996,-0.24479175904399236,0.0,0.0,3
-0.4873781954652313,-1.0664472593557295,0.03028510244819189,-0.0020111909517819813,0.11387717770006879,0.01898972100659922,-0.09430011317494749,0.0,0.0,3
0.04131347072568066,0.2963462022479074,-0.05911045853224743,0.4353591995244435,-0.9554686822374469,0.037583654488603145,0.20851533196141403,0.0,0.16034963074153483,3
-0.60109067,0.17938333029950054,-0.05490398948934016,-0.2831197857347916,-0.1143412436674412,0.059673234292410574,-0.30058957548507387,0.0,0.0,3
-0.49777908573323865,-0.07881665860388126,0.049086265412461,-0.04490892546804685,-0.16291815291960995,0.03388858371221442,-0.12940695687519999,0.0,0.0,3
0.8274402046794177,0.8752278097668604,0.24201298652904119,-0.9344780206949583,-0.989159439119496,-1.077594723704009,0.5850286812914551,0.0,0.0,3
-0.5641696915257298,0.0723107008967985,-0.059259206,-0.2707864308704669,-0.003980800792024453,0.022928210345164686,-0.22521484033301065,0.0,0.0,3
0.24987996674165913,0.3952766387332623,-0.0074504277764094184,0.020484566184596487,-0.9846733227111533,-0.12602787821957429,0.36267220735630634,0.0,0.0,3
-0.3771953209919402,0.22620840404794487,-0.05661659105109658,-0.05221366743549691,-0.4048896712895532,0.055067584351461175,-0.12078117022990362,0.0,0.0,3
0.1999539262602545,0.1381176086644711,-0.0995418014258834,0.4892818753699503,-0.8757069777142702,0.0058527965728187355,0.3649798414647954,0.0,0.2298555309115896,3
0.6085843969202129,0.6202973370669718,0.16720771948221425,-1.0962978294337142,-0.5763007250772398,-0.93749994,0.5163103442661512,0.0,0.0,3
0.16466833715759066,0.01488161505555892,-0.07865059131728165,0.3581530481251821,-0.7217184469542772,0.01467961005643636,0.38904780218438983,0.0,0.0,3
0.04145104072323059,0.2962871707214829,-0.059177872017371194,0.43581423876755043,-0.9556976298084341,0.03754573458990086,0.20855447601751112,0.0,0.1618388501123964,3
1.2602285792074779,1.090668100323414,0.28129090985448224,-1.0462714913932845,-1.568804039821741,-1.0781377171161783,0.902478220199015,0.0,0.060995987292137885,3
0.043604294518240216,0.3097904807974431,-0.048452122607935494,0.3583492115537268,-0.9349406842996799,0.028826753728275145,0.2164266003295885,0.0,0.0,3
-0.212920127369217,-0.25665328105967206,0.04539374695316856,0.01779209914589258,-0.3771311619222363,0.08993197373246156,0.20430055,0.0,0.0,3
-0.4740906127627424,-0.9893298840035496,0.011966002738804122,-0.04064639843724806,0.16836143969798867,0.0001337595945009075,-0.06458581362279892,0.0,0.0,3
-0.28528523815731754,-0.418816086433837,0.07386948731496043,-0.09053275591088043,-0.2134179223920011,0.10359146933744202,0.201569180824808,0.0,0.0,3
-0.60109067,0.10444151569983291,0.019266638961386674,-0.07305594469005705,-0.13372237959001618,0.011533649095642855,-0.292307324805968,0.0,0.0,3
-0.41981863441521344,-0.9565407247065381,0.04265815451909756,-0.02664938341096086,0.035120861137522996,0.045261880479927886,0.006684414106227943,0.0,0.0,3
-0.567283745128166,-0.18535234319602079,-0.035170975919626216,-0.2153884483299659,-0.04502979164236903,0.05120858056406863,-0.23988398147960208,0.0,0.0,3
-0.2799030883940545,-0.029899512138769846,-0.03747087330680155,0.8642387946449228,-0.5327177595542647,0.06903775363028136,-0.13080258772361425,0.0,1.3791057674642238,3
-0.01996898071597164,0.28669270483862663,-0.045270064094536926,0.35607249959163917,-0.8721402961392916,0.03858143611485075,0.16767632150077055,0.0,0.0,3
-0.3761206321766903,0.22641204032454937,-0.05660390660391543,-0.05104612106471573,-0.4062897547851235,0.05503190935286132,-0.11991576266163187,0.0,0.0,3
1.1997634248907767,1.0577977824579932,0.26905500028561624,-1.0001143751607682,-1.5313612695796028,-1.026658165394545,0.8697750782914141,0.0,0.0,3
0.7254440144676501,-0.5038184263705265,-1.4605913007243139,0.9802191834456166,0.08479265097423472,-0.1368490745417993,1.8874650639215735,0.0,0.5723891666777459,5
2.164587879676218,0.15896626927416602,-2.4948690403508946,0.56122791832497,-0.6686330016074766,-0.46470771369407143,3.7741087195795147,0.0,0.0,5
0.8364949681683191,-0.7822550822881305,-2.431315246483151,0.6603054057034456,1.1023894628902828,-0.3552801282051842,3.1369651837149104,0.0,0.0,5
1.2305504529034104,-0.3548666149088295,-1.9520830484797664,0.9667863078673732,0.15529591233415463,-0.36807705033655075,2.1921528823994607,0.09650400508533957,3.3862090532040927,5
1.2673330490772805,-1.7037142035147406,-1.2939826621761468,0.7400591171662985,-0.13325473184080838,0.7467539134733059,2.6476765427529942,0.0,0.0,5
1.1304678384298565,-0.5558430754146452,-1.3674867084388662,1.740953496813943,-0.6790248914619191,0.36320241325502367,1.3455066865031335,0.21876179950753932,4.226080093462805,5
0.7416951511267371,-0.810054108496071,-1.2030523296347493,1.0254660939965872,-0.07129527330903238,0.03025467090877655,1.880318818500922,0.0,0.0,5
0.5957840325950423,-0.6193688559923521,-1.2064024501403723,1.1282540058568622,-0.103532042374684,0.07108431092839534,1.6663432469925146,0.0,0.0,5
0.6105028557028093,-0.4289151126178425,-1.7731717775568545,1.6122446719011958,-0.05904151446011452,0.5589986724820513,1.3472089713719477,0.16192072061681656,3.128013829006274,5
0.5166187109908569,-0.4282303307249109,-1.8487188983394616,1.5632947473669287,0.07641746237641,0.5867129714465587,1.3792230294250276,0.1467174504745243,2.834314300804759,5
2.0119676269443865,0.06753049967520311,-2.511448148737449,0.4795580638995494,-0.305056930736641,-0.6074089826988661,3.6309570277742185,0.0,0.6907066139995063,5
0.6446036109594855,-0.5399445211552849,-1.237854151719241,1.2797530172457994,-0.22307042119260045,0.1404208543901076,1.5303299181504073,0.04110299780353696,0.7940351614870789,5
2.0013828503028983,-0.5196716497680443,-2.080965857221125,0.5065111095884081,-0.4172030525558102,-0.38851458540825334,3.5955840952917906,0.0,0.0,5
0.6763002319485873,-0.4293950323315892,-1.7202256454312497,1.6465505348524463,-0.1539760243512852,0.5395754976536448,1.3247723711415738,0.1725757176750286,3.3338489933950313,5
1.388930791473754,-1.4408975110293516,-1.7785774616729841,0.425306191498909,0.8014321372502476,-0.3870557616559561,3.075206980563241,0.0,1.1640463129924623,5
